# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,1024,8,4,1,2,20260907,ok,114,4.249091,8.740565,8.661023,8.933055,7.71327446358e-13,-468.626917196,1.59914105256e-18,nan,6.66133814775e-16,nan,nan,10.39875,7.96848698137e-13,nan,96,12.147795;8.60479;8.703625;8.591164;8.85552;8.726738;8.588371;8.759162;8.671706;8.634924;8.695168;8.735181;8.70271;8.690371;8.64828;8.768833;8.89657;8.800287;8.662937;8.721732;8.870157;8.673986;8.801863;8.705232;8.686915;8.631303;8.668462;8.775843;8.775103;8.866334;8.73686;8.766115;8.843573;8.687955;8.701622;8.717715;8.892107;9.130929;10.705973;10.450389;9.400749;8.820752;8.631475;8.766684;8.708983;8.829645;8.701349;8.747101;8.716386;8.706243;8.684176;8.812783;8.73185;8.846666;9.1857;9.035637;8.762473;8.722665;8.688501;8.813982;8.7153;8.713093;8.804584;8.787999;8.765898;8.73241;9.025416;9.277692;8.933055;8.73574;8.697845;8.772127;8.670409;8.863684;8.849728;8.920921;8.780039;8.740565;8.667913;8.661023;8.730774;8.838809;8.969962;8.651591;8.770677;8.626649;8.686901;8.769955;8.769791;8.791631;8.776111;8.679963;8.762451;8.701085;8.742028;8.728385;8.656998;8.971586;8.867345;8.797123;8.698255;8.700418;8.696552;8.648617;8.696431;8.703955;8.800933;8.723897;8.778776;8.705195;8.813392;8.894948;8.747604;8.740434,10.750067;10.355046;10.486596;10.49231;10.425237;10.285739;10.260607;10.217551;10.300317;10.311352;10.305825;10.337629;10.701062;10.495905;10.471716;10.48526;10.393396;10.304222;10.383779;10.358723;10.574303;10.496771;10.319357;10.39875;10.369977;10.419455;10.370815;10.612245;10.59845;10.497695;11.394459;12.742174;11.118689;10.594232;10.599553;10.421874;10.349333;10.38559;10.293596;10.422305;10.505443;10.478785;13.093033;12.97313;10.933399;10.367573;10.396483;10.370943;10.393335;10.410723;10.42203;10.616269;11.197163;10.833867;10.608432;10.289498;10.443853;10.410014;10.502333;10.34455;10.439765;10.356009;10.325937;10.346171;10.357647;10.433822;10.36592;10.371402;10.282656;10.452102;10.434756;10.348938;10.351386;10.420988;10.531585;10.442585;10.628929;10.321085;10.435589;10.278172;10.3468;10.300279;10.343935;10.479583;10.515493;10.311579;10.351769;10.272024;10.290705;10.417186;10.269521;10.36775;10.354705;10.337628;10.313629;10.393154,
