# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,256,32,16,4,8,20260907,ok,58,7.36691,17.320014,17.066336,17.807079,2.56628052142e-13,-467.248966153,1.80582421757e-17,nan,2.88657986403e-15,nan,nan,20.571948,2.64191446497e-13,nan,49,18.398257;17.807079;17.698982;17.39711;17.493174;17.303703;17.263833;17.318552;17.513926;17.641322;17.474162;17.383186;17.633479;17.495584;18.101657;17.862719;17.588258;17.320014;17.258274;17.098806;17.441618;17.794128;17.309964;17.181759;17.238172;17.179763;17.093272;17.029297;17.253743;17.239978;17.437233;17.387598;17.18597;17.460255;16.990197;17.066336;17.092063;17.589321;17.533319;17.300864;17.135756;17.155966;17.101351;17.170967;17.292669;17.181338;17.404147;18.693967;18.28217;17.488673;17.311032;17.237739;17.037265;16.898348;16.831428;17.445145;17.759017;17.332469,20.122691;20.414113;20.272471;20.521285;21.101974;20.827798;21.085636;20.55014;20.820696;20.571948;20.570814;21.04263;20.850244;20.35116;20.818092;20.506841;20.890448;20.354205;20.369197;21.045992;20.505694;20.579057;20.278881;20.317974;21.88664;23.579187;22.262411;20.733107;20.9166;20.281168;21.219225;20.876656;20.600482;20.677388;20.375387;20.366232;20.935569;20.410553;20.873108;22.457099;21.360109;20.466208;20.623953;20.423004;20.300421;20.299778;20.512471;20.511691;20.285696,
