# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,64,48,24,6,12,20260907,ok,95,4.014705,10.59016,10.493696,10.828115,4.12364586921e-13,-181.431720108,1.05556774545e-17,nan,3.5527136788e-15,nan,nan,12.080626,4.24799084797e-13,nan,83,10.691203;10.914539;10.557449;10.507589;10.498581;10.533854;10.436042;10.59016;10.490763;10.441449;10.52916;10.461156;10.561241;10.501745;10.485089;10.507909;10.945301;10.806176;10.592234;10.828115;11.038652;10.723859;10.750235;10.881588;10.605683;10.547543;10.540422;10.566271;10.493696;10.534001;10.507249;10.612773;10.683527;10.58086;10.571713;10.785058;10.679858;10.63847;10.764343;10.697683;10.592502;10.545553;10.518681;10.492265;10.691529;10.691264;10.469385;10.579774;10.576208;10.746701;10.591941;10.515836;10.58136;10.65826;10.522339;10.530677;10.568143;10.616011;10.564585;10.522791;10.498518;10.593371;10.624067;10.593301;10.483446;10.473171;10.520343;10.544459;10.607221;10.612751;10.620948;10.563265;10.591491;10.70645;10.665985;10.686263;10.557098;10.608137;10.644934;10.920338;11.451649;11.161547;10.7668;10.944275;10.714325;10.931817;10.80734;10.641728;10.522952;10.556889;10.574424;10.582895;10.520632;10.571471;10.656678,12.132365;12.607141;12.451153;12.230148;12.066268;12.034757;12.137006;12.503817;12.425563;12.068423;12.080626;12.149369;11.958417;12.070559;12.005883;12.095031;12.154905;12.254974;12.524177;12.194729;12.003057;12.07569;12.040256;12.038581;12.002404;12.019262;12.258509;12.55922;12.268126;12.222916;12.090775;12.020152;12.011628;12.078584;12.064395;12.035543;12.1842;11.961611;11.919945;12.056595;12.206784;11.978482;12.064964;12.019707;12.140707;12.127743;11.98996;12.020919;11.978152;12.095605;12.104692;12.017503;11.981034;11.987265;11.967925;12.113569;11.968524;12.138268;12.111568;12.07959;12.106342;12.110678;12.066287;12.078603;12.2834;12.116768;12.09851;12.334136;12.497368;13.100912;12.809303;12.171009;12.07349;12.138456;12.103552;12.019804;12.080079;12.050632;12.050728;12.022827;11.907393;12.257928;12.222182,
