# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,128,32,16,4,8,20260907,ok,120,3.614042,8.291338,8.210156,8.68007,5.26245713672e-14,-237.219270561,7.37124458586e-18,nan,3.16413562018e-15,nan,nan,10.076625,5.38735722699e-14,nan,97,10.136616;8.260597;8.259289;8.220138;8.159149;8.161807;8.179584;8.68007;8.733905;8.849489;8.84426;8.883523;8.647924;8.460726;8.361584;8.391281;8.313729;8.331719;8.462665;8.800102;8.849229;8.946932;8.600823;8.369;8.19652;8.242632;8.265417;8.300055;8.281845;8.243052;8.242158;8.186962;8.230992;8.223486;8.197751;8.225157;8.244528;8.27243;8.173016;8.192138;8.249376;8.279975;8.221512;8.19495;8.343927;8.252611;8.218636;8.189858;8.366105;8.242114;8.287628;8.224174;8.384477;8.3518;8.421185;8.265166;8.303124;8.254261;8.218961;8.234432;10.601261;8.317312;8.296522;8.210156;8.289047;8.267837;8.214261;8.307104;8.306165;8.325905;8.225497;8.318756;8.467151;8.291338;8.234354;8.231641;8.191997;8.311149;8.291666;8.253683;8.196566;8.233616;8.243717;8.240973;8.251049;8.222018;8.236224;8.609504;8.495515;8.337721;8.280315;8.412964;8.457861;8.382578;8.31565;8.463276;8.421421;8.348086;8.266521;8.448507;8.237931;8.221066;8.236593;8.35631;8.353447;8.661106;9.446378;9.014015;8.380963;8.364185;8.356527;8.252949;8.296825;8.28548;8.310923;8.264388;8.26844;8.312457;8.507856;8.309278,9.548937;9.510453;9.751747;9.600064;9.637613;9.558437;9.490952;9.562162;9.620818;9.579482;9.552115;9.641117;9.649904;9.62362;9.565762;9.575415;9.621108;9.60381;9.522456;9.650259;9.611154;9.692193;9.594784;9.740832;9.638395;9.651667;9.665989;9.708454;9.65528;9.672323;10.156663;11.321416;22.649855;11.391953;10.405053;10.21466;9.947922;9.839257;10.166933;10.237085;10.24822;10.277593;10.368827;10.957031;10.907873;10.918618;10.966777;10.832372;10.687252;10.64505;10.469028;10.282573;10.066661;9.998278;10.076625;10.588224;10.744382;10.441583;10.686708;10.332263;10.964744;10.89087;11.020596;10.56013;10.992343;11.029809;10.577736;10.660872;10.874737;11.092335;11.059901;11.292027;11.299728;10.80718;10.406778;10.187744;10.292135;10.429683;10.087237;9.921444;10.007825;10.085401;10.054492;9.789061;10.456104;11.212605;10.553229;10.022063;9.892335;9.753629;9.792758;9.74926;9.694212;9.915849;9.800534;9.822158;9.879861,
