# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,256,24,12,3,6,20260907,ok,101,4.472553,9.900197,9.818157,10.096623,2.51666743001e-13,-349.135847832,5.56485478406e-18,nan,1.99840144433e-15,nan,nan,11.685874,2.5708601914e-13,nan,85,11.274054;9.887057;9.791849;9.846026;9.757946;9.880796;9.827642;9.804417;9.973315;9.935544;9.881478;9.845272;9.797937;9.912116;9.933698;9.889776;9.880798;9.854021;9.965861;9.818157;9.869585;10.059145;9.971295;9.856085;9.90047;9.906622;9.906004;9.989847;9.891228;10.020256;10.096623;10.366249;10.169806;10.000267;9.992398;9.877465;9.955149;9.880488;9.827297;9.87464;9.968983;9.854261;9.851349;10.042856;10.038174;9.930592;9.905886;9.808623;9.878991;10.092571;10.015596;9.844559;9.886332;10.259514;9.943423;9.835725;9.86962;9.853749;9.887504;9.838738;9.958027;9.966301;10.040185;10.146601;9.982493;9.893454;11.066383;11.467503;10.809007;10.145005;9.986852;9.999299;9.832324;9.88334;9.93315;9.962402;10.00652;9.960027;9.890656;9.814591;9.80561;9.797012;9.873914;9.827168;9.822749;9.829506;9.774208;9.913754;9.889192;9.90242;9.900197;9.892437;9.84775;9.944657;10.003948;9.950206;9.88646;9.797705;10.127337;9.947123;9.8241,11.645685;11.919373;11.593324;11.625525;11.655826;11.725982;11.65437;11.64042;11.947808;11.922015;11.666728;11.721964;11.552857;11.618525;11.745774;11.596762;11.82739;11.73938;11.690026;11.796096;11.685874;11.586544;11.618608;11.495775;11.704215;12.046244;11.868053;11.817291;11.654674;11.746141;11.663952;11.66323;11.667148;11.692946;11.711908;11.699956;11.589459;11.594845;11.653942;11.626485;11.925261;11.659102;18.703973;15.284914;11.798717;12.049694;11.952373;11.823617;11.666456;11.741842;11.59791;11.724167;11.662729;12.359237;13.009419;13.559752;12.51152;11.820004;11.575558;11.721227;11.694227;11.600949;11.718597;11.665575;11.929873;11.787614;11.719207;11.591963;11.612627;11.653883;11.585824;11.692301;11.664574;11.634359;11.588098;11.660031;11.58672;11.583242;11.5545;11.617188;11.708524;11.671356;11.854043;11.716242;11.611682,
