# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,4096,8,4,1,2,20260907,inaccurate,24,16.61446,42.53111,41.433438,43.290614,2.47675694634e-06,-1877.16184762,6.48037551809e-15,nan,6.66133814775e-16,nan,nan,51.099822,2.53387209037e-06,nan,20,43.362889;49.359779;42.800349;43.15999;42.67758;42.201342;42.666365;42.53111;42.288489;42.756165;42.670894;42.361163;42.15668;41.433438;41.761138;41.267765;42.006885;42.049529;42.639542;43.290614;42.514815;42.489778;42.84003;41.306415,57.020215;51.827213;49.844646;53.221081;49.944608;50.001988;50.355559;49.658134;51.338643;50.754374;51.478636;56.413741;51.407997;50.737621;50.256228;49.745115;50.279819;52.173061;51.388584;51.099822,
