# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,512,32,16,4,8,20260907,ok,28,16.128433,35.75758,35.386876,36.283401,4.45651848757e-12,-939.59122323,7.50317375479e-18,nan,2.77555756156e-15,nan,nan,42.650026,4.5536907578e-12,nan,24,36.283401;35.78747;36.056457;35.908109;35.592106;35.787533;35.462856;35.357275;35.583591;35.432468;35.762106;35.576582;35.30076;35.386876;36.019931;35.479721;35.481965;35.700321;36.221816;36.393983;37.570709;36.040533;35.687735;35.91364;35.722598;35.547466;36.029704;35.75758,42.042828;42.326032;43.142517;42.038966;42.650026;42.021552;42.298708;45.094769;43.601363;42.920309;42.077756;42.544958;43.117693;42.336667;42.260917;42.277734;43.613894;43.933582;42.027886;42.398218;42.795788;45.739433;45.554125;44.854652,
