# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,2048,8,4,1,2,20260907,ok,53,8.083198,18.969466,18.353092,20.330905,2.19740892149e-13,-936.779899902,2.3702964266e-18,nan,5.55111512313e-16,nan,nan,23.019871,2.2579507708e-13,nan,44,19.795935;19.794524;18.861311;18.321919;18.382442;18.737256;18.922801;18.614031;18.317998;19.194;19.026893;21.718685;21.365321;19.860138;18.59219;18.229353;18.688183;19.401977;20.35967;19.590031;19.077357;18.874858;18.533959;19.723339;20.330905;19.092121;18.441771;19.043913;18.613017;18.99693;19.607552;18.969486;18.526096;18.793822;18.437185;18.353092;18.634598;19.601502;19.134248;18.459215;18.524824;18.465159;18.671605;18.333201;18.390742;18.309588;19.384528;19.153867;18.969466;19.635476;23.147605;21.360952;20.060846,23.085122;22.28776;22.38959;22.426735;22.071281;23.190415;23.197701;23.304081;25.435084;23.797481;22.968366;22.387404;23.53097;24.275104;23.505774;23.840039;23.316429;24.265941;22.966371;22.757752;23.211973;22.469418;22.859719;23.019871;22.240934;24.135056;22.546738;23.272308;23.511782;22.719049;22.662463;22.498904;23.205717;22.599606;22.563665;22.332301;22.909927;22.35049;23.237737;23.17493;23.297255;23.076432;22.588679;22.776143,
