# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,32,48,24,6,12,20260907,ok,186,1.918639,5.333889,5.28973,5.426719,7.80708830916e-13,-84.6769429612,3.31879249865e-17,nan,3.33066907388e-15,nan,nan,6.206933,8.0024875615e-13,nan,160,8.574083;10.252158;5.482927;5.303168;5.278413;5.305655;5.265567;5.234087;5.254973;5.293572;5.320557;5.340629;5.903019;5.328791;5.35201;5.298063;5.281015;5.29992;5.290752;5.288558;5.295615;5.294237;5.307978;5.300762;5.297992;5.305062;5.33654;5.356401;5.316337;5.3017;5.268604;5.32597;5.274406;5.487807;5.508596;5.584853;5.636026;5.70863;5.544663;5.498637;5.376429;5.296876;5.305373;5.313969;5.298813;5.295678;5.339702;5.31684;5.28973;5.28216;5.283211;5.348856;5.292061;5.300299;5.284784;5.31397;5.30378;5.304713;5.33536;5.320978;5.301982;5.329443;5.334972;5.342039;5.334082;5.32042;5.312699;5.319036;5.365255;5.322296;5.325545;5.427563;5.503502;5.407781;5.335125;5.321752;5.329537;5.329263;5.348615;5.328169;5.307813;5.333889;5.313649;5.34318;5.328922;5.33037;5.34364;5.374841;5.274012;5.33023;5.318296;5.293495;5.282215;5.299896;5.36069;5.303786;5.299133;5.354457;5.294666;5.300254;5.358932;5.347876;5.305091;5.284265;5.262762;5.296221;5.288828;5.366912;5.296284;5.350377;5.362271;5.349072;5.287288;5.351116;5.352891;5.337995;5.341758;5.315543;5.291143;5.363655;5.343003;5.353901;5.304213;5.357126;5.296767;5.349565;5.302533;5.36141;5.322418;5.3523;5.290729;5.4298;5.326157;5.362701;5.30768;5.365042;5.301819;5.340241;5.321938;5.352386;5.309902;5.281934;5.322314;5.349098;5.312349;5.310835;5.317066;5.321782;5.3321;5.336589;5.350525;5.373118;5.357045;5.364093;5.409199;5.389043;5.358558;5.358231;5.358557;5.350031;5.426719;5.467363;5.71286;5.732569;5.684875;5.423418;5.390677;5.359575;5.363107;5.375401;5.402336;5.371921;5.376645;5.348203;5.363879;5.379164;5.395279;5.34617;5.363183;5.372357;5.392153;5.4254;5.326856;5.34991;5.349172;5.353905,6.081692;6.015263;6.035542;6.1521;6.152391;6.101746;6.172229;6.211053;6.207106;6.161255;6.239956;6.187276;6.128836;6.155057;6.763623;6.171439;6.196341;6.254519;6.221191;6.206933;6.198462;6.186748;6.191887;6.231343;6.216445;6.257521;6.182278;6.181331;6.180458;6.18517;6.260798;6.222332;6.161141;6.14145;6.206035;6.182916;6.177828;6.167797;6.180392;6.207014;6.1955;6.244241;6.174524;6.270461;6.461073;6.491608;6.483662;6.389465;6.339984;6.338845;6.36384;6.775443;6.977877;6.946576;6.783247;6.710041;6.4142;6.346123;6.22024;6.299918;6.856791;7.081252;7.019233;6.845477;6.745511;6.539738;6.414586;6.360712;6.276626;6.201263;6.284789;6.287533;6.212312;6.199321;6.225934;6.188755;6.172836;6.195216;6.150982;6.199197;6.233209;6.178734;6.190526;6.190366;6.284645;6.216985;6.207281;6.194252;6.174358;6.218656;6.194043;6.242241;6.210471;6.167856;6.206339;6.232909;6.182338;6.206599;6.202064;6.17557;6.248894;6.253686;6.2478;6.198849;6.205797;6.220245;6.180067;6.202461;6.222202;6.19442;6.170486;6.14666;6.181873;6.188858;6.183482;6.189067;6.224453;6.20364;6.198962;6.165062;6.21835;6.202925;6.157006;6.217266;6.191717;6.250272;6.239752;6.227568;6.213089;6.175333;6.18754;6.212788;6.216674;6.205419;6.200875;6.227658;6.221492;6.208451;6.231363;6.55593;6.727278;6.651378;6.298365;6.244732;6.259003;6.199497;6.186958;6.141157;6.180062;6.194404;6.19006;6.198816;6.269974;6.252043;6.227205;6.143802;6.203553;6.222648;6.187411;6.179274,
