# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,512,16,8,2,4,20260907,ok,105,4.490025,9.397666,9.210203,10.38444,3.10029779627e-13,-470.749179682,1.38557018285e-17,nan,8.881784197e-16,nan,nan,11.268999,3.16204527839e-13,nan,87,10.389288;9.28585;9.173967;9.174132;9.369346;9.333095;9.627058;10.247328;9.696101;9.459091;9.354986;9.201401;10.234193;9.777822;9.439802;9.373286;10.64859;10.989458;10.4818;10.515103;11.016032;10.600589;10.336179;10.154898;10.347119;10.828495;10.338922;9.995256;9.620957;9.702198;9.256563;9.201333;9.698165;9.769518;9.366845;9.304808;9.385287;9.367833;9.234663;9.16823;9.216903;9.175963;9.39334;9.455293;9.352862;9.214225;9.247781;9.250255;9.227321;9.286072;9.397666;9.280952;9.259485;9.237554;9.219411;9.158763;9.206187;9.306643;9.600448;9.598854;9.468324;9.300908;9.221609;9.228182;9.188282;9.212267;9.289016;9.429076;9.409691;9.253981;9.395929;9.349541;9.24442;9.95054;10.118939;9.760705;9.644092;9.757633;9.326104;9.360657;9.440853;9.423087;9.226742;9.159335;9.377517;9.359097;9.21176;9.210203;9.287046;9.446788;9.584859;9.683254;9.54694;9.865661;10.690946;9.788698;9.292469;9.47315;9.40264;9.789314;9.565037;10.38444;11.146013;10.311405;9.600391,11.440711;11.285183;11.160699;11.16354;11.492664;11.803597;11.189821;11.42915;11.307368;14.289089;14.386224;12.320913;13.255243;12.890205;11.773645;11.376428;11.168019;11.330024;11.311821;11.76534;13.565909;14.593627;13.87329;12.091712;11.471981;11.324679;11.116348;11.152034;11.099019;11.252586;11.38634;11.296301;11.315677;11.246149;11.195536;11.181319;11.176909;11.136874;11.194009;11.218235;11.219643;11.127485;11.111386;11.166407;11.268999;11.412302;11.248754;11.244067;11.367109;11.330699;11.387964;11.261814;11.34174;11.328628;11.175364;11.125189;11.105939;11.259314;11.331045;11.145394;11.155947;11.153529;11.138975;11.527559;11.257163;11.165754;11.383288;11.191145;11.147292;11.100394;11.146593;11.448415;11.266856;11.177698;11.712487;11.436844;11.193528;11.323054;11.270733;11.158879;11.223638;11.643192;13.463049;12.376899;11.458136;11.239002;11.145828,
