# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,128,48,24,6,12,20260907,ok,46,7.369299,21.893626,21.753122,22.288391,1.36568534259e-12,-357.217126146,9.01313664928e-18,nan,3.77475828373e-15,nan,nan,25.499304,1.40770728407e-12,nan,39,22.189414;21.993955;21.93907;22.03975;21.775117;22.140069;22.300017;21.944343;21.899192;21.864398;21.894301;22.316703;22.057517;21.867686;21.876334;21.750501;21.930065;21.799096;21.943877;21.741308;21.771855;21.915619;21.892807;21.736091;21.974846;21.856518;21.836488;21.805405;21.902478;21.889455;21.824037;21.675201;22.123698;21.847314;22.288391;23.130345;22.517233;22.167325;21.843029;21.753122;21.841745;21.806668;21.893626;21.906202;21.855212;21.757771,24.917662;26.215927;25.304875;25.104077;25.776564;25.411899;25.37299;25.243756;25.370088;25.993881;26.441375;25.909647;25.323993;25.235636;25.398089;25.446931;25.557547;25.217707;25.699131;25.7458;25.499304;26.309971;25.405314;25.777084;25.435473;25.283417;25.076627;25.811881;25.975867;25.954598;27.227246;26.77454;25.239664;26.481411;24.979116;25.735477;26.023027;25.129473;25.815273,
