# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,64,64,32,8,16,20260907,ok,45,6.725724,22.401454,22.29376,22.861974,1.69503300285e-13,-246.715579692,8.04377112703e-18,nan,4.99600361081e-15,nan,nan,26.688221,1.73444592022e-13,nan,38,22.340294;22.450417;22.403935;22.338093;22.29376;22.322167;22.33107;22.310743;22.346138;22.33983;22.305344;22.274235;22.32298;22.678005;22.281382;22.352567;22.265766;22.301959;22.354376;22.696317;22.526373;22.421878;22.325973;22.289234;22.489036;22.675871;22.525516;22.637533;22.655195;22.607106;22.863021;22.861974;23.756948;23.672938;22.939734;22.560229;22.318917;22.304313;22.407117;22.393995;22.668472;22.574388;22.401454;22.385519;22.6214,26.693193;26.515027;26.436996;26.789802;26.742223;26.626895;26.63901;26.613208;26.71303;26.534757;26.384344;26.379419;26.839638;26.817665;26.481546;26.994807;26.689025;26.845478;26.671291;26.916245;26.869075;26.840338;26.604697;26.86159;26.309817;26.688221;26.628038;27.415416;27.179875;26.771332;26.409747;26.266586;26.370096;26.317329;26.892675;26.572878;26.87847;26.46053,
