# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,512,24,12,3,6,20260907,ok,47,8.988032,21.021818,20.751084,22.580529,4.50606219005e-12,-686.402056473,4.85235882158e-19,nan,1.7763568394e-15,nan,nan,27.109379,4.64253635535e-12,nan,37,21.409028;21.267431;21.021818;20.651008;20.952479;21.175924;21.015053;20.894402;21.0107;22.150375;22.778594;22.626706;22.580529;22.561655;22.445434;23.116272;22.348944;21.084044;21.038392;21.065745;20.740552;20.976882;21.02793;20.816361;22.375325;22.021058;21.528494;23.333743;21.622693;21.974356;21.920311;21.194278;20.851695;20.823715;20.734509;20.839779;20.83447;20.749495;20.751084;20.967641;20.815901;20.791489;20.961925;20.888872;20.760869;20.789326;20.852463,24.778638;25.132083;25.074892;25.03189;24.932957;25.098709;25.040542;25.110045;25.743048;25.220486;25.821631;25.859005;27.109379;29.039938;28.626313;27.891138;27.680197;28.239013;28.671402;28.669036;28.385128;28.726717;28.293833;28.928789;28.462294;28.534818;28.313953;27.993621;28.802705;27.643388;27.701633;27.075402;26.720445;26.985944;26.623723;26.34752;27.086279,
