# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,32,64,32,8,16,20260907,ok,91,3.364854,11.022804,10.978492,11.099632,3.293643136e-12,-109.639807152,2.4239338195e-17,nan,5.3290705182e-15,nan,nan,12.731391,3.37882499757e-12,nan,79,13.793556;11.020153;10.945159;11.099632;11.066953;11.020039;10.985719;11.013901;10.958394;10.95629;10.967233;11.015391;11.022804;10.975191;11.031521;11.001787;11.000331;11.014612;10.954855;11.006444;11.049;10.998733;11.019399;11.022627;11.006186;11.02128;10.982696;10.984142;11.009662;11.044678;11.022456;11.015725;11.010771;11.042109;11.094824;11.035629;11.024492;11.023968;10.931411;11.014415;11.033157;10.979396;11.048757;11.029361;10.995293;10.984008;11.012029;11.163211;11.085497;11.033209;11.005503;11.029825;11.01552;10.968342;11.05323;11.002801;11.031235;11.028999;11.049337;11.138126;11.104452;11.050725;11.035447;11.029363;11.082382;11.060432;11.002772;10.974488;11.006474;11.084378;11.042221;11.01534;11.048373;11.647941;11.733744;11.302545;11.089974;11.052433;11.00777;11.034782;11.119646;11.059076;11.03229;11.039058;11.015172;11.056668;11.2172;11.018535;11.027011;10.990487;10.978492,12.151479;12.442055;12.223773;12.419686;12.563115;12.782833;12.686884;12.627263;12.664545;12.637551;12.651769;12.760807;12.795704;12.731391;12.641255;12.711673;12.637749;12.708444;12.701476;12.721395;12.754905;12.764533;12.637204;12.634887;12.646088;12.709502;12.959907;12.701749;12.699341;12.811775;12.639339;12.599933;12.746836;12.663347;12.91376;14.207271;14.319783;13.722745;12.814187;12.799678;12.949086;12.725991;12.804465;12.708594;12.766486;12.733321;12.789185;12.84658;12.97493;12.957567;13.111141;13.020887;12.794344;12.818843;12.721075;12.773174;12.807795;12.75222;12.718183;12.673889;12.681752;12.653616;12.698911;13.498121;13.860411;12.968428;12.737948;12.694668;12.68797;12.733627;12.793112;12.740656;12.819175;12.721586;12.799942;12.702944;13.016507;12.699121;12.661432,
