# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
factor_graph,horizon,1024,16,8,2,4,20260907,ok,47,9.188221,21.018864,20.640331,22.822082,2.22682983164e-13,-931.506419103,8.81974639545e-18,nan,1.33226762955e-15,nan,nan,25.441396,2.33681130002e-13,nan,39,23.133202;22.621571;22.660669;22.822082;24.68781;22.114956;21.44997;21.73425;21.057264;21.991426;21.577753;20.909139;20.878093;20.631218;20.764519;21.10076;20.686231;20.824368;21.307664;21.062647;20.842814;20.679354;21.011833;20.646234;21.018864;20.893665;20.83259;21.165668;20.786807;20.640331;20.885762;21.112387;20.595597;21.032745;20.73317;20.538508;21.241584;21.1769;21.122628;20.882653;20.630741;22.995886;22.843929;21.018225;20.928405;21.023035;20.821335,25.37243;25.688519;25.137108;27.671654;29.313943;26.495235;25.22146;25.266785;25.395388;25.307176;25.476457;25.502278;25.661945;24.858962;25.441396;25.388177;25.731584;25.224362;25.46052;26.352009;25.321489;24.976843;25.51357;25.229333;25.139418;25.068995;25.440803;25.229583;25.235912;25.828943;25.352784;26.010155;25.31141;27.80218;27.062196;26.856581;26.822017;25.531457;25.740808,
