# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,32,64,32,8,16,20260907,ok,134,3.456764,7.436841,7.418619,7.488704,9.88757686837e-14,-109.639807152,3.23402136231e-17,nan,5.10702591328e-15,3.30831889661e-12,3.30831889661e-12,7.832952,1.01862962509e-13,2.81805134783e-12,126,9.351828;11.235735;7.433027;7.465034;7.442004;7.463016;7.455594;7.472614;7.447367;7.449591;7.531361;7.452444;7.447283;7.44202;7.425377;7.468882;7.446744;7.421172;7.423715;7.436278;7.454247;7.42969;7.451434;7.449049;7.432027;7.436673;7.419411;7.432591;7.412201;7.419315;7.418785;7.419036;7.418279;7.455976;7.43942;7.423857;7.444064;7.445277;7.435547;7.421739;7.422759;7.439769;7.4316;7.427321;7.424075;7.418619;7.432836;7.422852;7.412935;7.426882;7.439009;7.416477;7.430339;7.443496;7.432398;7.427793;7.413325;7.425885;7.412257;7.424975;7.418378;7.430814;7.415435;7.419152;7.420138;7.435125;7.559573;7.448373;7.436545;7.449767;7.426768;7.412794;7.445678;7.550456;7.887159;7.863102;7.590118;7.46402;7.46614;7.488704;7.452104;7.436841;7.453125;7.553752;7.581771;7.519756;7.476161;7.434275;7.43588;7.421839;7.443854;7.449897;7.441755;7.436956;7.428001;7.42576;7.438487;7.449552;7.496774;7.471306;7.413756;7.437286;7.445346;7.45188;7.435662;7.428202;7.414648;7.436336;7.454559;7.441678;7.44045;7.429877;7.428257;7.428542;7.425612;7.428794;7.460251;7.444222;7.42513;7.449057;7.426473;7.463062;7.438235;7.439631;7.426235;7.416634;7.432879;7.683998;7.445867;7.416819;7.458774;7.424257;7.445892;7.423841,11.77974;7.858396;7.695493;7.653528;7.662414;7.671806;7.668499;7.680035;7.662926;7.679135;7.665927;7.679564;7.703852;7.683964;7.802814;7.713419;7.683354;7.68415;7.687606;7.665498;7.689414;7.688965;7.678316;7.66411;7.681261;7.673005;8.125166;8.522827;8.252707;8.006662;8.335879;8.266674;8.12972;8.048101;8.08134;7.883151;7.895975;7.786104;7.791017;7.862097;7.806793;7.816958;7.871213;7.853525;8.067629;8.084499;8.105773;8.050063;7.997086;8.007444;8.0041;8.139072;8.021135;7.967341;7.856795;7.785814;7.764096;7.778175;7.754306;7.824972;7.841865;7.983689;7.842591;8.010748;7.909785;7.902753;7.839827;8.21611;8.449431;8.170049;8.491594;8.546408;8.437757;8.20842;8.011585;7.935457;8.015286;8.403549;8.438513;8.143682;7.957487;8.197654;8.337379;8.174757;7.994522;7.886049;7.89685;7.92585;7.832952;7.842062;7.784809;7.794294;7.762343;7.779526;7.808669;7.69927;7.792361;7.771577;7.704102;7.69762;7.705332;7.760335;7.721976;7.700386;7.702045;7.70086;7.690321;7.735163;7.697973;7.692122;7.783605;7.712729;7.692899;7.69707;7.736055;7.791999;7.724614;7.799037;7.71643;8.038547;8.012053;7.960163;7.768516;7.890535;8.691672;9.160024,
