# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,2048,8,4,1,2,20260907,ok,177,4.897208,5.603817,5.573239,5.720846,9.78403469354e-12,-936.779899902,4.20727615722e-18,nan,4.27435864481e-15,1.11127523156e-09,1.11127523156e-09,6.038291,1.02285263592e-11,9.93412380135e-10,161,7.47682;8.041098;5.597131;5.615416;5.599939;5.59817;5.592821;5.616559;5.595996;5.573239;5.57976;5.698546;5.607812;5.59913;5.578062;5.587289;5.616309;5.586946;5.64933;5.6156;5.594548;5.568201;5.605286;5.5829;5.760798;5.600297;5.570402;5.606271;5.686527;5.614338;5.563631;5.582813;5.583202;5.588325;5.609324;5.64902;5.628506;6.540886;7.744253;6.271536;5.772745;5.597694;5.596454;5.583294;5.575465;5.600906;5.600612;5.574996;5.581058;5.628762;5.606731;5.602852;5.555402;5.563205;5.594017;5.596751;5.578906;5.67641;5.617906;5.588104;5.571132;5.570764;5.616382;5.566893;5.625362;5.62071;5.770888;5.658923;5.621908;5.618321;5.579259;5.584001;5.564456;5.571153;5.628391;5.603181;5.582981;5.572405;5.733728;5.60707;5.59296;5.619036;5.615215;5.600595;6.3672;6.055146;5.590603;5.590871;5.577277;5.615778;5.58156;5.600522;5.586959;5.563221;5.619017;5.57761;5.633814;5.732727;5.671925;5.619404;5.639213;5.662315;5.671796;5.68578;5.669931;5.696805;5.751372;5.71012;5.59073;5.582145;5.586893;5.580645;5.607565;5.608686;5.71796;5.622428;5.657019;5.601359;5.571579;5.570375;5.599656;5.574052;5.601242;5.720846;5.689597;5.667619;5.566631;5.580801;5.588839;5.578206;5.603817;5.616817;5.593524;5.575787;5.635272;5.694621;5.606406;5.69504;5.596148;5.564193;5.596325;5.760156;5.619588;5.621931;5.597475;5.563522;5.618613;5.605945;5.708588;5.648604;5.616588;5.579125;5.589986;5.604986;5.695081;5.61428;5.613918;5.610478;5.590479;5.609878;5.585241;5.651244;5.577251;5.602587;5.582326;5.86099;5.970925;5.969677;5.594926;5.615462;5.595965;5.650329;5.609564;5.617014;5.590506;5.581499;5.584674,11.926167;6.030412;6.03174;6.026486;5.991255;6.032191;6.011044;6.038116;6.156731;6.077461;6.085887;6.004629;6.017015;6.028923;6.167039;6.091419;6.044536;6.028391;6.001618;6.031972;5.999333;6.005254;6.066908;5.985917;6.431664;6.059935;6.038291;6.016642;6.026742;6.025981;6.038887;6.021527;6.001695;6.024565;6.820953;8.594362;6.655022;6.290333;6.10312;6.051835;6.029351;6.042976;6.027061;5.979406;6.08119;6.061016;6.054604;6.01307;6.019101;6.01101;6.050863;6.022537;6.011539;6.029601;6.039017;6.059709;6.065452;6.0413;6.037512;6.040411;6.13061;5.983316;6.05858;6.042705;5.990819;5.984412;6.004617;6.014056;6.091864;6.136285;6.161763;6.209077;6.309429;6.048116;6.041633;6.05064;6.218416;6.189662;7.036953;7.273632;6.20593;6.211844;6.015876;6.033787;6.014092;6.338266;7.482711;7.820564;6.865735;7.113151;6.534556;6.116687;6.016354;6.018162;6.041773;5.99277;6.090347;6.995977;7.794593;8.579764;7.081441;7.081833;6.310853;6.236789;6.052298;6.052256;6.028349;6.018263;6.023569;6.023461;6.37159;6.127043;6.054866;6.046479;6.022927;6.021767;6.157421;6.011699;6.139733;6.078186;6.062666;6.011663;6.006491;6.027826;5.998983;6.019384;6.002831;6.20123;6.070923;6.030697;5.998785;6.021693;6.122239;6.036863;6.025158;5.996745;5.975321;6.036168;5.995326;6.003465;6.055741;5.997307;5.999403;6.012232;5.98591;6.286277;6.49642;6.129481;6.101248;6.271625;6.014575;6.106684;6.023828;6.000476;6.031218;5.982602;6.002577;5.978424;5.990575;5.997013;6.036736,
