# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,1024,16,8,2,4,20260907,ok,122,7.129702,8.024102,7.96201,8.472377,4.50875448088e-13,-931.506419103,3.52789855818e-17,nan,3.94129173742e-15,3.2093661062e-11,3.2093661062e-11,9.05147,4.64578028825e-13,3.45921347122e-11,107,9.634351;7.96278;7.983833;8.210643;8.028558;7.986835;7.963427;7.96201;8.106904;8.931393;11.103858;11.236806;9.822769;8.190419;8.067981;8.040425;8.050705;8.0292;8.011959;8.472377;8.102522;8.000019;7.983554;7.98579;8.064619;7.986556;7.975451;8.051931;7.997988;8.030157;8.239456;8.014706;8.017036;8.031349;8.12598;8.03304;8.192788;8.137118;7.989527;7.948008;7.989001;8.044233;8.291683;7.98769;7.980796;7.996726;10.133087;9.125788;8.107744;8.461558;8.254164;7.957258;7.982104;7.977025;7.95605;7.962001;8.202998;8.345873;8.022688;7.956725;8.220361;8.341487;7.982871;7.962667;7.969771;8.001713;7.982633;7.926332;7.973233;7.977145;8.092833;9.196898;8.162494;8.025629;8.001702;7.987928;7.976364;7.974668;7.948658;7.973283;7.935609;7.951858;8.29457;8.320035;8.039461;7.984146;7.955466;8.007252;8.537715;8.021056;8.034395;8.019292;7.952444;8.316619;8.240398;8.272209;8.012809;7.970473;7.996354;8.051187;8.021284;8.045654;7.977939;7.998778;7.962687;7.957198;7.977506;8.062545;8.389588;10.701966;10.350979;8.681587;8.089743;8.153055;8.074835;7.997977;7.989256;8.000044;8.024102;8.043779;8.042603;8.167489,21.100898;10.666625;10.480087;9.292293;9.162658;8.857434;9.021635;9.280673;9.383166;9.359243;9.184265;9.157806;9.393153;9.325525;9.05147;9.831812;9.040286;9.331828;8.963469;9.036447;8.789089;8.977353;9.018909;9.637569;9.058116;9.482987;8.974044;9.031518;8.85656;8.888643;8.932519;8.809738;8.943999;8.754386;9.236467;9.057023;9.142776;9.126047;8.909645;10.538757;9.614341;9.427384;10.95391;10.804922;10.508804;9.366875;9.2814;8.934179;9.479852;8.963408;9.392458;8.849122;9.098122;8.98316;8.805576;8.976105;8.784126;9.426845;8.809471;9.480963;8.857272;9.625471;8.849172;9.328993;8.783058;9.110596;8.935905;8.784659;9.046431;8.900975;8.786434;9.039069;8.839991;9.41035;8.781525;9.072731;9.764534;8.848448;9.162686;8.906806;9.017924;9.799366;9.036044;9.186988;9.067867;9.086987;8.768423;8.913793;8.863261;8.92519;8.993464;8.968257;8.890262;9.016314;8.791768;9.044819;11.40833;11.685323;9.592269;10.193641;9.256461;9.200132;9.023241;9.233229;8.930873;9.088276;8.880811,
