# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,64,48,24,6,12,20260907,ok,150,3.639777,6.676428,6.666655,6.7266,4.42250402966e-14,-181.431720108,3.4726649017e-17,nan,3.5527136788e-15,1.20714549467e-12,1.20714549467e-12,6.992345,4.5421999495e-14,1.58849322585e-12,142,6.727276;6.692387;6.670975;6.685445;6.676552;6.671613;6.681235;6.692342;6.685375;6.686788;6.672026;6.687529;6.682997;6.676903;6.682645;6.672431;6.673948;6.675472;6.674212;6.674264;6.672545;6.693727;6.693013;6.676447;6.680813;6.679768;6.682511;6.683911;6.722112;6.67583;6.676428;6.678505;6.670119;6.69964;6.672142;6.665398;6.672446;6.689026;6.688328;6.68969;6.685571;6.670501;6.685368;6.67675;6.670302;6.662082;6.670316;6.696026;6.682576;6.666339;6.666898;6.668828;6.668819;6.672223;6.676044;6.663716;6.67875;6.69929;6.671621;6.671113;6.669013;6.662963;6.675809;6.667467;6.809523;6.938253;6.703928;6.673579;6.666655;6.674632;6.666302;6.669733;6.683107;6.666606;6.67079;6.663679;6.67644;6.67288;6.670902;6.670316;6.678186;6.675367;6.673188;6.793736;6.773762;6.695518;6.676471;6.666151;6.667135;6.682401;6.670934;6.672406;6.671727;6.671117;6.665622;6.691554;6.686416;6.7266;7.078586;7.366607;6.88124;6.718249;6.684871;6.695935;6.692237;6.698437;6.72745;6.87972;6.739837;6.6763;6.679015;6.677636;6.670414;6.7063;6.722787;6.769762;6.80291;6.673617;6.675601;6.676213;6.672921;6.666542;6.679291;6.671635;6.681818;6.678082;6.671713;6.670456;6.686349;6.673396;6.668718;6.675025;6.670815;6.940817;6.667811;6.664416;6.674561;6.687257;6.668779;6.668366;6.672172;6.668714;6.681323;6.683297;6.665959;6.663198;6.66435;6.679533;6.704548;6.681245,11.144826;7.157621;6.980212;6.973277;6.990161;6.996953;6.997318;7.012619;7.030199;6.97865;7.008632;7.024772;6.981745;6.980383;6.973854;6.993614;6.971566;6.994458;6.992345;6.997982;6.983749;6.985877;6.999292;6.981241;6.976567;6.996387;6.978877;6.980868;6.988354;7.018955;6.978749;6.975965;6.977055;6.997081;6.971892;6.988185;6.991753;6.993288;6.979872;6.98874;6.992203;7.007225;7.014083;7.067228;6.997317;6.972983;6.972388;6.986452;6.967212;6.970879;6.981182;6.976027;6.972827;6.971647;6.977021;6.988408;6.984516;6.974841;6.987304;6.97559;6.977298;6.999274;6.97152;6.973419;6.976157;6.990907;7.014997;7.274047;7.197437;7.172572;7.297688;7.263087;7.431393;7.274545;7.159052;7.083794;7.06403;7.079317;7.057327;7.048926;7.057234;7.089734;7.139253;7.362891;7.867862;7.522706;7.525594;7.191746;7.040188;6.985516;6.993416;6.984541;7.086889;7.682498;7.571211;7.344999;7.016064;7.025239;7.080737;7.117396;7.026602;7.013199;6.979114;6.976682;6.975562;6.984411;7.104653;7.006309;6.987457;6.982054;6.98182;6.981128;7.008138;6.978213;7.022505;7.046367;6.980185;6.974732;6.977816;6.98048;6.997588;6.986131;6.98037;6.984064;7.08039;7.016369;6.984983;6.986659;7.389176;6.997689;6.976604;6.977409;6.987095;6.986399;7.002785;6.981115;6.990243;6.998411;7.008116;6.980412;7.383786;7.228505,
