# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,64,64,32,8,16,20260907,ok,66,6.558625,15.079833,15.001093,15.496231,5.75095526756e-14,-246.715579692,2.09813051076e-17,nan,5.10702591328e-15,2.02684050099e-12,2.02684050099e-12,16.093699,5.86752868514e-14,1.71817421402e-12,62,17.264074;16.021398;15.238583;15.252371;15.378664;15.2213;15.098918;15.272616;15.621187;15.112204;15.407175;15.334198;15.496231;15.076094;15.027249;15.349071;15.426295;15.090856;15.097043;15.121149;15.065121;15.043633;15.019752;15.095085;15.017623;15.110491;15.017436;15.016301;14.990012;15.108001;15.039909;15.129944;15.029015;15.027467;16.772026;15.856421;15.12207;15.046924;15.059348;14.989061;15.084397;15.053824;15.000329;14.988682;15.016409;15.162809;15.132259;15.05051;15.002351;15.05673;15.059434;15.00944;15.001093;15.020882;15.007105;15.144392;15.459321;15.079833;15.043646;15.682046;15.071797;15.111792;15.052391;14.992656;14.978425;15.009251,23.847029;16.093699;16.162245;16.534193;16.141027;16.11823;15.9842;15.987585;15.968968;16.166376;16.553505;16.183485;16.559872;16.088294;16.087864;15.994217;16.189153;15.934298;16.05989;16.013884;16.516961;18.201627;17.489962;16.284262;16.294083;15.954982;16.047889;15.968657;16.189545;15.938863;16.230191;16.630739;17.607889;16.353092;16.349082;16.097406;16.176937;15.930914;16.117317;16.054114;16.050748;15.942441;15.945332;15.985245;16.11421;15.907245;16.031279;15.937461;15.829674;15.916657;16.100723;15.980803;16.02723;15.976266;16.803716;16.2986;16.173553;16.017177;16.110675;15.927168;16.039717;16.093172,
