# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,128,48,24,6,12,20260907,ok,71,7.267074,13.717483,13.594904,15.247597,4.99617708316e-14,-357.217126146,8.00304374893e-18,nan,4.32986979604e-15,1.1417811141e-12,1.1417811141e-12,15.384025,5.15421039182e-14,1.11266551528e-12,64,14.19592;13.594904;13.670639;13.886329;13.842937;13.684704;13.599839;13.587256;13.603227;13.584072;13.741782;13.828696;13.645509;13.609978;13.576137;13.568939;13.596155;13.592281;13.605362;13.596951;13.717483;13.61182;13.678309;13.611207;13.611241;13.570051;13.642724;13.792126;13.62542;13.617305;13.584595;13.601845;13.600091;13.655593;13.619538;13.680756;13.86207;13.645874;13.604173;14.529333;13.787511;13.6456;13.64794;13.814774;14.422607;15.682961;14.469091;13.743111;13.646661;13.596318;13.850908;13.85335;15.707725;15.829885;15.981647;15.439347;15.083259;14.442989;14.733221;14.356598;14.270373;15.161705;15.447065;15.502991;15.247597;15.057028;14.490438;14.467088;14.487163;14.410447;15.194027,25.552836;16.44391;17.36399;16.144502;17.300157;16.737948;16.450334;17.141612;16.83375;17.134856;16.132393;16.204359;15.809128;15.456208;15.761013;15.379159;15.240992;15.460254;15.211695;15.639115;15.152467;15.340769;15.31991;15.329347;15.142416;15.322101;15.2689;15.206905;15.256034;15.727207;15.257801;15.686958;15.12361;16.792003;15.866491;15.471479;15.555599;15.266334;16.731474;17.093099;15.694863;15.366456;15.704632;15.65175;15.384025;16.059139;15.04203;15.438662;14.936911;15.263454;15.196359;14.879099;15.639592;14.945454;14.992009;15.026429;15.30481;14.815124;15.099826;15.029526;14.811244;15.0169;14.894311;14.80739,
