# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,256,32,16,4,8,20260907,ok,100,6.35831,9.824681,9.484371,11.141307,2.56183962932e-13,-467.248966153,2.28104111693e-17,nan,6.32827124036e-15,1.19151355449e-11,1.19151355449e-11,10.190452,2.63650212773e-13,1.16913284609e-11,96,10.954252;9.466314;9.438731;9.465213;9.487158;9.409795;9.438574;9.904737;9.632499;9.439534;9.388497;9.379405;9.392606;9.398992;9.484371;9.826145;11.469128;11.305137;11.309888;10.983676;10.689509;10.118818;9.904656;9.908604;9.86471;9.871025;9.824681;10.039029;10.610212;11.152048;10.817416;10.845622;10.608761;10.900157;10.494164;10.637389;10.101517;10.223266;9.98781;9.943876;9.918855;9.827581;10.18801;11.2705;10.36808;10.030579;9.678668;11.220844;11.141307;9.933089;10.555587;11.206957;10.388736;9.97998;11.185955;11.182173;10.239437;9.801338;11.022084;10.774183;9.95544;9.859421;10.101096;9.954937;9.695928;9.618533;9.555857;9.663252;9.543638;9.610217;9.870186;9.583667;9.626776;9.702802;9.518436;9.654126;9.534365;9.530297;9.543801;9.525042;9.522285;9.504361;9.553563;9.763738;9.79064;9.82464;9.539677;9.525868;9.548574;9.511122;9.51596;9.499319;9.500959;9.51369;9.601448;9.508879;9.503497;9.498554;9.673665;9.504952,17.91235;10.399857;10.35888;10.432138;10.279765;10.300996;10.455172;10.205028;10.528922;10.30076;10.289317;10.252644;10.481779;10.649412;11.402961;12.315895;10.69802;10.386411;10.179183;10.078661;10.183336;10.010966;10.142298;9.964904;10.189095;10.63291;11.302531;10.290689;10.936585;12.294215;13.750332;11.71726;10.370895;10.700376;11.156962;10.309785;10.128211;11.720047;11.280994;10.242147;10.944534;10.107115;10.294212;10.190452;10.113782;10.130397;9.96914;10.07593;10.660995;10.503349;10.726199;10.249485;10.32304;10.222044;10.136106;10.082965;10.02712;9.994634;10.026598;10.602065;10.312112;10.31801;10.240089;10.111225;10.074953;10.003694;10.039034;10.014744;10.021625;10.165084;10.011694;10.378872;10.016631;10.118176;10.057122;9.961199;10.050606;9.964659;9.973703;10.073156;10.016868;10.128958;10.123234;10.063887;10.316682;9.972658;10.094077;10.030603;10.005939;10.06154;9.963165;10.090411;10.068159;10.378469;10.114263;10.143581,
