# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,512,24,12,3,6,20260907,ok,99,7.439731,9.973831,9.907136,10.320756,8.90121309993e-14,-686.402056473,1.09986799956e-17,nan,3.5527136788e-15,4.04347388905e-12,4.04347388905e-12,10.859775,9.0621954385e-14,4.44899672658e-12,91,10.176491;9.992225;10.000182;9.955601;9.947462;9.958866;9.951845;9.921367;10.097637;9.973831;9.893344;10.087443;10.216906;9.962245;9.901845;9.941201;9.958334;10.299021;10.268723;9.944907;10.045793;9.965886;10.004173;9.939138;9.938211;10.013777;10.112032;10.227244;9.980997;9.939787;9.884073;10.125125;10.314871;11.587603;12.022907;10.320756;10.10676;10.383618;10.00101;9.932324;10.164678;9.95311;10.001949;9.933195;9.914697;9.972778;9.963056;9.890987;9.938361;9.940861;9.942251;9.90992;9.972263;10.203003;9.950961;9.985333;9.917526;9.927704;9.940372;9.902529;9.905466;9.882306;10.029388;10.159189;9.917537;9.941588;10.189115;11.803294;10.546275;11.364691;10.075085;9.926702;10.175389;10.225104;9.94657;10.14008;10.010037;9.928237;9.937961;9.897535;9.909308;9.907136;10.024073;9.929541;9.958756;10.144636;9.980698;10.185846;10.860408;10.492553;10.00653;10.024588;9.985651;9.929806;9.936888;10.254111;10.78136;10.053321;9.897883,19.335719;11.139787;11.043698;10.812493;10.999358;10.937567;10.875825;10.875812;11.019831;10.712871;10.883832;10.998325;10.891006;10.869278;10.771532;11.016272;10.90402;11.022726;10.842693;10.811062;10.637692;10.925571;10.760717;10.678457;10.85132;10.710692;10.63864;11.182987;10.859775;11.249933;13.049197;12.979031;11.526611;11.396415;11.012614;10.96663;10.728282;11.001703;10.82506;10.854401;10.830381;10.746406;10.765834;10.726694;10.649239;10.725721;10.737555;10.6908;10.765488;10.742167;10.978711;10.744631;10.810903;10.948336;11.060589;10.688143;10.969846;10.667291;11.21459;10.669759;11.967259;11.007694;11.065107;10.927189;10.653475;10.950799;11.022304;10.775126;11.013232;10.893341;10.850857;10.78361;10.703629;10.664768;10.750819;10.704816;10.721196;10.732231;11.102313;10.670104;10.980161;10.851743;10.7192;10.789213;10.661287;10.903377;10.666001;11.397357;11.068967;11.074581;10.916863,
