# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,512,32,16,4,8,20260907,ok,50,12.464081,20.125068,19.887458,20.772391,5.60107515923e-14,-939.59122323,3.01308552358e-18,nan,3.77475828373e-15,1.04158348613e-12,1.04158348613e-12,35.443842,5.74887359939e-14,2.19724238804e-12,29,20.460341;20.179569;20.160129;20.235875;19.959393;23.492247;21.261525;20.188275;20.241909;19.958706;21.45295;20.667068;20.033331;20.10948;19.915005;19.994716;19.856958;19.945254;20.645654;19.887458;20.062417;20.338297;19.88682;20.612621;19.963133;20.244161;20.136652;21.188985;20.772391;20.125068;20.251631;19.861566;20.095265;20.254825;20.333985;19.931089;19.940146;20.014502;20.08711;20.127804;20.283078;19.833454;20.006313;19.999993;19.885514;20.258317;19.924669;19.897898;20.130625;19.91823,35.858429;35.208768;38.004372;35.890095;35.361786;36.029346;35.426392;35.333463;35.300799;35.441154;35.406016;35.046716;36.130461;35.363057;36.458641;35.455963;35.443842;35.342833;36.180095;35.415867;35.686166;35.593683;35.405094;35.246466;35.614516;35.36809;36.480477;36.220664;35.510929,
