# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,8192,8,4,1,2,20260907,ok,31,27.37907,32.371101,32.032187,32.796287,2.03209671312e-12,-3711.2953327,9.7521936031e-18,nan,1.26565424807e-14,9.33885607735e-11,9.33885607735e-11,56.808593,2.07585337808e-12,1.09458650477e-10,18,32.286523;32.319867;34.54636;32.382271;32.509886;31.998634;32.178891;32.796287;32.355841;32.080983;32.745579;32.032187;32.653246;32.137858;32.646072;32.149887;32.321751;32.290743;32.339674;32.066137;32.753274;32.608062;32.690099;33.269644;32.833106;31.936065;32.524685;32.371101;31.972757;32.39092;32.444476,57.687631;58.92707;56.603199;56.532495;56.54543;56.787272;56.561418;56.307525;57.215145;57.631605;56.603383;57.544918;58.903158;56.808593;56.53804;56.778979;57.311858;60.448555,
