# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,256,48,24,6,12,20260907,ok,35,17.140341,29.171609,28.880614,29.732189,8.10462807976e-14,-702.00166906,9.48906311956e-19,nan,6.93889390391e-15,2.21439533377e-12,2.21439533377e-12,46.263458,8.39328606617e-14,2.11891615365e-12,22,29.153248;29.928632;29.525063;29.024234;29.013695;29.688991;28.864773;28.8926;28.921456;28.86024;29.171609;28.880614;28.845726;29.371448;28.925548;29.732189;28.974335;28.907581;31.800158;29.451934;29.343879;29.346613;29.258558;28.978708;29.239736;28.919259;31.055166;29.453431;28.923381;29.156598;29.494715;28.890757;29.469821;29.390435;29.188812,46.731534;46.398873;45.986413;46.360004;45.982174;46.231574;46.089046;45.970606;46.476782;47.15829;48.194098;46.616352;46.267477;46.022732;46.075665;46.696049;46.171867;46.263458;46.186928;46.226974;46.151439;46.388897,
