# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
clqr_cpu,horizon,4096,8,4,1,2,20260907,ok,79,9.910628,12.608156,12.423862,13.147979,6.09906569693e-12,-1877.16184762,2.5431792213e-18,nan,8.16013923099e-15,2.68508323215e-10,2.68508323215e-10,14.201688,6.35300145824e-12,3.07408373063e-10,69,12.544114;13.377857;12.532331;12.547652;12.573423;12.423862;12.485365;12.62297;13.147895;12.665151;12.645226;12.573187;12.412155;12.618504;16.90654;14.261431;12.678294;12.623355;13.147979;12.536412;12.621304;12.515851;12.813427;12.738965;12.611771;12.723419;12.915615;12.409377;12.518561;12.489985;12.594986;12.556854;12.563823;12.423458;12.775579;12.565172;13.204187;12.523303;12.85223;12.931829;12.866299;12.495552;12.66027;12.934329;12.542158;12.562784;12.631307;12.458075;12.480943;12.532365;14.087936;12.546094;12.409652;12.925952;12.704606;12.566796;12.608156;12.468439;12.650084;12.399335;12.488632;13.126556;12.708418;12.452756;12.444283;12.527496;12.487844;14.653278;12.69076;12.620288;12.642815;12.638828;13.303742;12.410247;12.636072;12.499906;12.385028;12.467907;12.71784,26.39787;14.840395;14.126603;14.156863;14.298153;13.950941;14.098892;13.777991;14.963892;13.793422;14.201688;18.97417;14.843849;15.592702;14.883647;13.779894;14.56501;13.951488;14.05772;14.028756;13.962294;14.264202;15.224951;15.644737;13.867853;15.551771;14.567338;13.957523;14.24977;14.093137;14.321573;14.708503;15.00317;14.076479;14.654861;14.287304;14.398854;13.869188;14.636151;14.129772;13.846364;13.891727;15.280522;14.229761;15.187329;14.460437;14.022105;14.623644;13.976865;14.04939;14.137961;13.851278;14.595019;14.200602;14.54025;13.76785;13.897914;16.227379;14.019829;14.770246;14.132336;14.695922;13.888759;14.643261;13.839356;13.818179;13.802158;13.997021;14.538738,
