# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,64,64,32,8,16,20260907,ok,81,12.329502,12.271969,12.5536,5.750955267558311e-14,7.368769354131235e-18,4.9960036108132044e-15,2.0268509093313014e-12,2.0268509093313014e-12,,,,5.870304242705515e-14,1.7181742140159884e-12,12.574941;12.406317;12.384556;12.319864;12.298917;12.466777;12.273819;12.308936;12.281586;12.403867;12.280495;12.332056;12.470655;12.594097;12.348762;12.324615;12.347337;12.345009;12.25047;12.449512;12.773695;12.385462;12.345959;12.331404;12.306394;12.326372;12.250835;12.309958;12.503847;12.32582;12.309608;12.327564;12.368083;12.395636;12.305375;12.304865;12.33394;12.264788;12.268283;12.291717;12.254456;12.300404;12.264906;12.345305;12.299556;12.3403;12.316795;12.304378;12.260255;12.728589;12.877845;12.324065;12.360331;12.270295;12.345952;12.457328;12.300988;12.307058;12.320867;12.271969;12.301656;12.322271;12.429878;12.485666;12.411076;12.48458;12.378896;12.294455;12.35041;12.329502;12.323869;12.310524;12.86507;14.712397;13.422657;12.5536;12.43943;12.386902;12.320205;12.344849;12.296707
