# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,512,24,12,3,6,20260907,ok,98,10.112035,9.690497,11.051186,8.901213099932193e-14,8.168137349657975e-18,3.552713678800501e-15,4.043543277987283e-12,4.043543277987283e-12,,,,9.06219543850284e-14,4.44899672658039e-12,10.817217;10.376393;9.914167;9.86862;9.672783;9.729976;9.796261;9.641379;11.226717;10.271535;9.928624;10.151964;9.658718;9.88964;9.669323;9.703091;9.811576;9.661618;9.807132;9.797258;9.690497;10.110695;9.676595;10.606592;9.823433;10.805175;11.051832;11.548414;10.809805;10.91166;11.156391;10.600623;10.661296;10.593335;11.269406;12.219314;10.627709;10.603018;9.992041;10.022247;10.139214;9.885528;10.552578;9.91443;10.232955;10.961109;10.27013;10.095888;10.561187;10.257556;10.684474;10.569554;10.73382;10.06126;10.216096;9.855557;10.131648;9.923326;10.416116;10.064729;10.202523;10.009989;10.231304;9.843581;10.518133;9.854571;10.183017;10.121681;9.781876;10.147668;11.289405;10.537255;10.112035;10.005381;10.446053;9.940843;9.986151;10.626506;12.496236;11.867148;11.045243;10.631972;9.924284;9.779962;9.895634;9.762267;10.096115;10.144927;10.020727;9.784283;9.706327;9.658353;9.540522;9.647186;9.762892;9.80174;11.051186;10.037758
