# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,128,48,24,6,12,20260907,ok,78,12.826194,12.383275,13.366189,4.996177083160802e-14,1.0644825180613762e-17,4.218847493575595e-15,1.141753358524511e-12,1.141753358524511e-12,,,,5.156985949383852e-14,1.1126655152793319e-12,12.853745;12.65455;12.684968;12.386562;12.365192;12.720938;12.326985;12.6125;12.649632;12.534182;12.67814;12.285861;12.46975;12.381093;12.812753;12.588385;12.526241;12.42589;12.386765;12.695918;12.517433;12.356432;12.314321;13.083208;12.431048;12.756708;12.542568;12.341626;13.261947;14.569739;13.379115;12.737833;12.866564;13.325893;13.318476;13.028893;13.098473;12.951449;13.194206;12.944889;13.034157;13.251503;13.208096;13.401631;13.569824;12.784616;13.051956;12.526804;12.826194;13.575576;13.232577;13.353092;13.366189;12.988625;13.223038;13.287348;13.191478;13.02779;13.021676;12.944085;13.321921;13.437164;13.422071;12.383275;12.723629;12.489138;12.771836;13.280852;13.031796;12.65768;12.662601;12.509067;12.439428;12.731158;12.547835;13.191217;12.867173;13.233031
