# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,2048,8,4,1,2,20260907,ok,163,6.012586,5.97346,6.364507,9.784034693538501e-12,2.1925241946074146e-18,4.3021142204224816e-15,1.1112752176800633e-09,1.1112752176800633e-09,,,,1.022852635923499e-11,9.934123801347283e-10,6.272579;6.006449;6.000458;6.02088;6.02247;5.992219;6.016624;6.002223;6.000251;6.040722;5.981812;6.021755;6.032738;6.653042;8.1075;7.873317;8.684446;7.551468;7.497789;6.476011;6.079911;6.01489;6.02568;6.027495;6.082315;6.047329;6.035268;5.992549;6.02836;5.953492;5.988845;5.974761;5.996078;5.966401;6.002816;5.999417;5.977037;6.000553;6.003799;5.989854;6.003667;6.092161;6.212694;6.004728;6.474463;7.865118;9.385505;7.045519;6.147072;6.068811;6.034627;6.062146;6.04024;6.068357;5.969024;6.001474;5.978804;5.984789;5.977197;6.038467;6.434214;5.9876;6.043707;6.364507;6.10273;5.993188;5.97346;5.986381;5.975841;6.143127;6.075493;6.031032;6.013274;5.941697;5.993113;5.964915;5.994506;5.996455;6.003343;6.013473;5.993887;6.440032;6.100394;6.199863;6.117664;6.166972;6.119192;6.150276;6.177656;6.162743;6.148941;6.157134;6.47232;6.486716;6.475191;6.092823;6.018225;6.02581;6.028206;5.994828;5.996565;6.025241;6.014036;5.988134;6.013646;5.997962;5.991322;5.978808;6.012586;6.007594;6.054861;6.057713;6.018658;5.999038;5.996468;5.988442;5.97067;6.002752;5.995707;5.97229;5.985477;6.02513;6.016038;5.994409;5.998292;5.975042;6.013741;5.997729;6.005241;5.946176;5.966244;5.946453;5.974862;5.975433;5.988489;5.987187;5.993783;5.990775;6.021069;6.001353;6.020455;6.023901;6.029577;6.010785;5.995916;6.001473;6.022781;5.947351;5.984301;6.005941;5.960271;5.980358;5.990975;6.126206;6.102078;6.268805;6.350839;6.078865;5.953885;5.951215;5.97714;5.972828;5.953874
