# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,64,48,24,6,12,20260907,ok,169,5.881514,5.747665,6.296694,4.422504029655272e-14,1.881664241889797e-17,3.3306690738754696e-15,1.2071454946749327e-12,1.2071454946749327e-12,,,,4.539424391936109e-14,1.5884932258458662e-12,6.642129;6.543343;6.518817;6.491251;6.429223;6.349752;6.681253;6.618342;6.411021;6.372989;6.44894;6.296694;6.255792;6.295339;6.072043;5.830991;5.811024;5.945523;5.921631;5.972391;5.807702;5.759216;5.813741;5.919089;5.877489;5.968258;6.05409;5.958222;5.930193;5.832448;5.749659;5.76299;5.725283;5.752815;5.778997;5.803981;5.905819;5.777997;5.837616;5.983555;5.813791;5.995959;5.930327;5.746998;5.719197;5.699262;5.82487;5.938624;6.037031;6.085598;5.79737;5.747665;5.703815;5.931524;6.058024;5.809292;5.832995;6.038936;6.021004;5.933736;5.928109;5.978746;5.898068;5.962524;6.127884;6.079093;5.852955;6.065378;6.190957;6.028506;6.08876;6.142865;5.926686;6.048425;6.116411;6.102671;6.483686;7.178404;6.516714;6.401872;6.226557;6.135061;6.053694;6.102942;5.979694;5.833544;5.758033;5.758694;5.714865;5.728007;6.435308;5.900362;5.835349;5.806278;5.86192;5.779263;5.804406;5.930864;5.93018;6.002578;5.810932;5.768143;5.997801;5.984504;6.001172;5.828449;5.801039;5.785367;5.737663;5.761414;5.813958;5.802694;5.761103;5.753634;5.784533;5.765383;5.840889;5.881514;5.808539;5.757574;5.74123;5.789407;5.818122;6.027499;6.002492;6.114716;5.858811;5.794787;5.790225;5.906247;5.85407;5.823459;5.898998;5.817722;5.992621;5.99177;5.745746;5.723128;5.773318;5.790422;5.758744;5.740152;5.782829;5.857148;5.996102;5.802632;5.897342;5.917597;5.731729;5.718728;5.923741;6.035474;6.004911;5.907952;5.851433;5.757862;5.77738;5.886675;5.887549;5.74419;5.768675;5.765485;5.772284;5.730529;5.778586;5.826759;5.805877;5.791709;5.896226
