# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,4096,8,4,1,2,20260907,ok,70,14.254887,14.015832,14.876953,6.099065696929529e-12,1.8925984902711277e-18,8.1601392309949e-15,2.685082711728626e-10,2.685082711728626e-10,,,,6.35298758044911e-12,3.074083730625343e-10,14.673685;14.781864;14.74493;14.337801;14.434571;14.217336;14.330605;14.402725;14.087043;14.340821;14.630426;14.876953;14.30016;14.296551;14.277178;15.045938;15.522459;14.628478;14.271697;14.071635;14.17102;14.254887;14.119391;14.099051;14.40661;14.261634;14.094366;14.304755;14.121799;14.103363;14.098232;14.061193;13.938094;14.237768;14.347384;14.252783;14.095311;13.985421;14.097234;14.179443;14.182828;14.316628;14.058432;14.042352;13.959422;14.131888;14.067733;13.977853;14.015832;14.419123;14.124611;14.097921;14.532237;16.262198;14.300364;14.276538;14.317346;14.166888;14.175022;14.168088;13.984617;14.136391;14.00698;14.580175;14.993923;13.964848;14.520222;16.897019;17.700218;14.599724
