# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,32,64,32,8,16,20260907,ok,165,6.066168,6.052228,6.123321,9.887576868372605e-14,3.1517468462469535e-17,4.9960036108132044e-15,3.308270324353657e-12,3.308270324353657e-12,,,,1.0186296250935811e-13,2.8180513478304192e-12,6.300652;6.123321;6.150868;6.067343;6.103444;6.087786;6.069202;6.06359;6.063192;6.056114;6.052778;6.058572;6.056327;6.057371;6.053969;6.073395;6.055939;6.060509;6.054183;6.073823;6.054126;6.053426;6.05419;6.066405;6.076532;6.074809;6.081849;6.056926;6.100349;6.10802;6.073818;6.053864;6.052342;6.055247;6.057775;6.065095;6.056348;6.057791;6.086584;6.093628;6.059107;6.06446;6.082176;6.055663;6.068013;6.070536;6.055946;6.074953;6.057978;6.076403;6.055392;6.061882;6.071264;6.060331;6.062366;6.072853;6.068745;6.294115;6.078745;6.077161;6.051163;6.055455;6.069502;6.068476;6.058947;6.060874;6.057349;6.070874;6.073807;6.066168;6.065091;6.080672;6.064596;6.060651;6.067351;6.063525;6.059473;6.06125;6.069782;6.061889;6.075553;6.051348;6.07318;6.050825;6.06061;6.060173;6.049904;6.066169;6.057543;6.082621;6.061612;6.128923;6.066652;6.058968;6.052097;6.089217;6.049729;6.050487;6.07926;6.066256;6.054206;6.070836;6.060478;6.067125;6.068122;6.071938;6.06698;6.06524;6.075363;6.297234;6.221339;6.093628;6.075226;6.055276;6.061737;6.079639;6.060812;6.076304;6.068596;6.068661;6.086127;6.07611;6.062281;6.067336;6.070352;6.065837;6.070233;6.052477;6.054368;6.046956;6.054148;6.072619;6.048981;6.065332;6.064653;6.146834;6.126469;6.054124;6.066489;6.098924;6.069913;6.088675;6.047383;6.065787;6.049731;6.049879;6.047108;6.046663;6.045138;6.062694;6.041754;6.056033;6.070729;6.575672;7.005597;6.647922;6.232335;6.148738;6.112618;6.124535;6.109673;6.129325;6.161825;6.052228;6.060373
