# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,1024,16,8,2,4,20260907,ok,117,8.433635,8.26279,8.957575,4.508754480880839e-13,1.1084275875362983e-17,3.941291737419306e-15,3.209366106204925e-11,3.209366106204925e-11,,,,4.645988455065364e-13,3.459213471224132e-11,9.211883;8.749001;8.457969;8.447605;8.323727;8.469905;8.224423;8.535018;8.285744;8.514048;8.242151;8.519525;8.299657;8.319958;8.351085;8.346409;9.288122;8.360595;8.511063;8.274671;8.377534;9.038962;12.146646;11.758986;9.479283;8.610536;8.594272;8.476281;8.384575;8.483673;8.342365;8.234729;8.335712;8.308214;8.95753;8.614803;8.530176;8.578834;8.29942;8.467566;8.519529;8.433635;8.367579;8.390538;8.680854;8.339214;8.945371;8.865216;8.860762;8.801148;8.850172;8.720176;8.903711;9.055771;8.981755;8.579795;8.445108;9.284363;8.334473;8.592121;8.43156;8.224606;8.407982;8.739259;8.628372;8.890114;8.628122;8.397768;8.408607;8.260607;8.433319;8.184914;8.448738;8.287253;8.406066;8.26279;8.376726;8.178156;8.654914;8.480103;8.370492;9.279935;8.576298;8.40273;8.407251;8.191707;8.425462;8.309647;8.460962;8.301867;8.40595;8.303599;8.467543;8.27305;8.306921;8.512838;8.244092;8.445203;8.30516;8.472626;8.32947;8.315821;8.47635;8.325816;8.957575;8.284507;8.417439;8.411921;8.430329;8.370692;8.360144;8.195299;8.618701;8.214081;9.098536;8.930331;8.825179
