# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,256,32,16,4,8,20260907,ok,115,8.62496,8.522175,9.089473,2.5618396293225487e-13,9.266729537539501e-18,6.217248937900877e-15,1.1915218811608952e-11,1.1915218811608952e-11,,,,2.636224571972434e-13,1.1691328460905481e-11,8.89129;8.691389;8.956862;9.089473;8.690331;8.699964;8.577628;8.596489;8.561314;8.57681;8.781154;8.718303;8.587279;8.578229;8.830916;9.327555;8.653503;8.680831;8.662736;8.713017;8.555989;8.579875;8.5477;8.588086;8.522175;8.529114;8.90795;8.550667;8.651777;8.542187;8.620896;8.540347;9.685913;8.792147;8.663284;8.562805;8.553218;8.546164;8.474222;8.56985;8.586184;8.518136;8.62496;8.581788;8.503691;8.585014;8.496047;8.504309;8.553065;9.524255;9.79536;10.13046;8.853538;8.734044;8.580204;9.0406;8.640461;9.194265;9.117025;10.179143;10.666605;9.149741;8.786464;8.662325;8.636021;8.807713;8.850593;8.771238;9.015608;8.76543;8.713907;8.954843;8.756345;8.841908;8.585327;8.70547;8.780211;8.792169;8.62171;8.683707;8.553443;8.54785;8.526534;8.590642;8.715867;8.589636;8.548113;8.479697;8.639802;8.685682;8.823802;8.584295;8.588518;8.545638;8.496595;8.55533;8.551675;8.531434;8.506141;8.596787;8.509888;8.553388;8.532481;8.473632;8.496564;9.025354;8.689952;9.335198;8.630103;8.599913;8.928484;8.551903;8.633787;8.573801;8.574102
