# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,256,64,32,8,16,20260907,ok,18,55.739966,55.214192,56.831124,6.583622536027178e-14,1.602133517501475e-17,1.0935696792557792e-14,1.8549606295437115e-12,1.8549606295437115e-12,,,,6.775136007775018e-14,1.8113843758271742e-12,55.923857;56.831124;55.739966;55.437012;56.208653;55.494328;55.783856;55.418362;55.134002;55.214192;57.815074;55.458487;55.771976;55.551873;55.755536;55.795539;55.386523;55.415202
