# native JAX FFI, FP64, device=cpu:0; inputs and outputs remain resident during timing
# compile, upload, host validation, and download are excluded; each solve includes fresh numerical factorization
# exactly one untimed warmup solve; each repetition blocks on all outputs
# min_seconds=1.0; fixed_repeats=None; individual samples are retained chronologically in ms separated by semicolons
# primal_error and dual_error_inf: absolute infinity-norm errors against the known planted optimum
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,median_ms,p10_ms,p90_ms,primal_error,relative_objective_error,feasibility_inf,stationarity_inf,kkt_inf,scalar_device_to_host_bytes,scalar_host_to_device_bytes,metadata_device_to_host_bytes,planted_dual_stationarity_inf,dual_error_inf,solve_samples_ms
clqr_jax_cpu,horizon,1024,24,12,3,6,20260907,ok,43,23.276326,22.568052,25.847576,5.499489752480713e-13,7.218244662747057e-18,3.1363800445660672e-15,1.1846898462231081e-11,1.1846898462231081e-11,,,,5.688366444545068e-13,8.668926687604994e-12,26.743102;25.747987;25.847576;26.529086;24.13441;22.577119;22.686815;22.91319;23.479455;22.71333;23.555971;23.114894;24.31316;23.538694;22.927438;23.276326;23.518497;22.568052;22.449602;22.548962;22.620512;23.66791;23.161946;25.545174;23.011971;23.175142;26.210108;23.977435;23.857634;23.271887;24.081882;24.244215;22.710944;23.084962;23.381885;22.47649;23.11118;27.608663;24.992657;23.568697;22.615566;22.487367;23.130977
