# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,4096,8,4,1,2,20260907,ok,257,15.871614,3.749278,3.687823,4.236827,1.96997973489e-12,-1877.16184762,1.20061716727e-17,nan,4.55191440096e-15,1.35413659452e-11,1.35413659452e-11,22.209328,2.02610671296e-12,1.81068077199e-11,45,3.810765;3.708209;3.711853;3.679108;3.695085;3.714681;3.749278;4.041088;3.886113;3.818504;3.862358;3.792566;3.731863;3.729945;3.960842;4.617722;4.166404;3.767098;3.751563;3.725935;3.712914;3.781292;3.757875;3.769888;3.763973;3.71449;3.774125;4.043645;3.783065;3.688437;3.653318;4.022794;4.415268;3.934636;3.806778;3.76765;3.841048;3.730618;3.77441;3.760559;3.746511;3.775502;3.763982;3.682463;3.754867;3.931522;4.0098;3.743551;3.683952;3.746437;3.68584;3.662621;3.736943;3.680362;3.699951;3.662904;3.671202;3.737787;3.72684;3.720989;3.722299;3.704841;3.688802;3.757097;3.723053;3.710013;4.317947;4.170957;3.902412;4.010328;3.763824;3.696684;3.664773;3.729372;3.727159;3.725376;3.715748;3.682435;3.737293;3.682004;3.673668;4.382314;4.754664;4.945684;6.050705;4.853576;3.854369;3.844908;3.803895;4.305583;5.005836;4.675278;4.550413;3.839849;3.697799;3.701556;3.722934;3.727523;3.729241;3.707525;3.733714;3.717138;3.800915;3.730011;3.727992;3.705158;3.816342;3.812659;3.75188;3.725492;3.742183;3.748138;3.725814;3.717068;3.757091;3.73449;3.812296;3.754013;3.819482;3.780672;3.782256;3.700451;4.02735;4.788491;3.843132;3.812748;3.823386;3.889906;3.767203;3.720458;3.726099;3.747968;3.713017;3.777819;4.616429;4.200273;3.82439;3.752351;3.687823;3.808436;3.72048;3.677597;3.669784;3.71567;3.78431;3.698834;3.742053;3.730708;3.938753;3.902116;3.881476;3.857606;3.767222;3.716133;3.706649;3.690664;3.709663;3.741982;3.708202;3.650045;3.675964;3.741559;4.139034;3.719402;3.677831;3.693897;3.707323;3.686322;3.660445;3.718774;3.738051;4.476812;4.358296;4.192009;3.851877;3.754572;3.757153;3.744774;3.700653;3.758423;3.755986;3.721062;3.77073;4.131189;3.773052;3.713806;3.70937;3.72787;3.780611;3.729173;3.701818;3.699317;3.788964;3.783983;3.704429;3.701804;3.694483;3.826669;3.775378;4.103354;4.868921;4.349504;3.825199;3.74438;3.716601;3.73152;3.674658;3.70866;4.21233;3.824045;3.775473;3.716966;3.701732;3.736187;3.805299;3.742106;4.118054;3.761322;3.78115;3.715829;3.737444;3.679159;3.680066;3.819419;3.73075;3.733424;3.712608;3.686898;3.674402;3.702172;3.691393;3.700125;3.702814;3.772865;3.739636;4.271785;3.741956;3.741762;3.806112;3.71744;3.750289;8.631308;7.24043;4.913119;4.513213;4.449217;4.336631;4.236827;4.152647;4.074087;4.17736;3.764459;3.92461;4.083801;4.168253;4.203824;4.118068,23.001576;23.647568;22.091025;21.87675;21.968642;22.229938;22.351508;21.999373;22.167779;21.937006;22.771274;21.79406;22.207256;25.207706;24.740659;23.967328;22.487971;22.162297;22.294955;22.07811;22.209328;22.469614;22.041141;22.510822;22.006149;22.142367;23.264891;22.728535;22.235494;22.22664;22.33101;23.227029;21.983605;21.927449;21.976309;22.02434;21.751502;21.805965;22.716856;22.221965;21.889017;21.719283;22.612106;23.211933;21.795495,
