# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,128,64,32,8,16,20260907,ok,99,23.367788,10.11157,10.056413,10.321957,2.19269047363e-14,-469.730272038,2.75942484104e-17,nan,4.77395900589e-15,1.99951166735e-13,1.99951166735e-13,31.233917,2.29261054585e-14,2.24500973367e-13,32,10.46546;10.450817;10.257951;10.165463;10.344878;10.159763;10.138761;10.10757;10.096473;10.309983;10.299455;10.2812;10.155697;10.121418;10.163295;10.182077;10.152323;10.100778;10.12886;10.11157;10.147423;10.106719;10.102901;10.12908;10.148263;10.072649;10.120493;10.129567;10.196003;10.294036;10.223535;10.128062;10.105832;10.09087;10.152963;10.119728;10.146265;10.091896;10.100681;10.151361;10.095043;10.059389;10.061042;10.040366;10.086352;10.074162;10.085241;10.058839;10.241098;10.096086;10.104619;10.063445;10.06136;10.114002;10.253185;10.108346;10.133862;10.09239;10.063774;10.084966;10.074056;10.083685;10.042768;10.033542;10.042672;10.066686;10.049884;10.06036;10.071298;10.138799;10.13529;10.064709;10.04387;10.086689;10.09706;10.082527;10.056413;10.038262;10.037034;10.069709;10.191553;10.096053;10.062242;10.047549;10.221961;11.26226;11.182873;10.521975;10.387723;10.532994;10.366124;10.321957;10.19168;10.186119;10.176616;10.153432;10.082539;10.105579;10.150565,33.028461;31.348162;31.593956;31.167977;31.26177;31.231212;30.981155;31.067652;31.146276;31.185479;31.163858;31.160956;30.92034;31.045271;31.107152;32.236565;32.394071;31.226503;31.057121;30.989103;31.002783;31.242702;31.085147;31.806624;31.233917;31.550725;34.105617;31.713149;31.310106;31.431455;31.92008;31.529458,
