# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,8192,8,4,1,2,20260907,ok,101,39.574986,9.456979,9.362126,11.376568,3.840011642e-12,-3711.2953327,1.13675876355e-17,nan,5.99520433298e-15,5.17814541245e-11,5.17814541245e-11,47.909201,3.93514387742e-12,7.18466397487e-11,21,9.539349;9.406095;9.343378;9.306554;9.358725;9.417512;9.369998;9.589877;9.87173;12.653305;9.456979;9.377312;9.362126;9.388189;9.424249;9.790755;13.959532;12.006553;10.078768;9.48703;9.491004;9.398768;10.281907;11.90503;10.396817;9.521749;9.570808;9.377206;9.393289;12.363062;9.517612;9.45299;9.385612;10.246618;10.503415;10.806678;9.98919;9.408977;9.557425;9.421939;9.480553;9.426705;9.514628;9.388379;9.389168;9.403551;9.503874;9.385142;11.606946;13.205873;9.523417;9.398152;9.497879;9.379358;9.313047;9.41578;9.432305;9.381859;10.141863;11.765977;9.496861;9.415499;9.370788;10.433605;10.681285;9.530552;9.441334;9.415992;9.31579;9.334764;9.354325;9.367848;9.416006;9.447934;10.049477;13.790412;14.278303;10.266651;9.593083;9.380376;9.444025;9.475939;9.383373;9.380465;9.367716;11.281027;9.686741;9.485033;11.33832;9.390399;9.457931;9.424387;9.37832;9.35359;9.308289;9.33341;9.797033;9.411071;9.921984;10.870186;11.376568,48.139129;47.525916;49.935768;48.607096;47.909201;48.089231;48.445721;47.534389;49.686782;47.624482;50.462097;47.350512;47.482585;47.288298;49.478296;47.842007;47.393585;47.101336;47.933793;46.966003;49.965929,
