# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,1024,32,16,4,8,20260907,ok,60,52.181695,16.67202,16.605357,17.402114,6.05626659933e-14,-1833.43263291,1.07181181262e-17,nan,2.55351295664e-15,9.65172386458e-13,9.65172386458e-13,65.240859,6.20059559253e-14,8.69707084128e-13,16,17.402114;16.929241;16.696714;16.686633;16.688087;16.648739;16.655407;16.61436;16.594037;16.650394;16.666277;16.731648;17.151284;18.583009;18.521298;17.435184;16.805771;16.580479;16.643499;16.629244;16.932715;16.80998;17.417325;16.686741;16.648344;16.663062;16.568809;16.992039;17.337382;16.649767;16.6668;16.664579;16.63157;17.222856;18.604463;17.102757;16.668461;16.639817;16.605357;17.113211;16.832599;16.629296;16.80957;16.67202;16.6876;16.644266;16.657611;16.84891;16.64386;16.57009;16.698754;16.850164;16.626883;16.641257;16.737074;16.63344;16.587254;16.626665;16.605113;16.772847,65.596746;64.475668;64.836939;66.444194;64.742021;65.292953;64.616462;65.240859;68.905882;68.030203;66.113804;65.555125;64.806124;64.330399;64.394392;64.176887,
