# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,1024,24,12,3,6,20260907,ok,113,29.989078,8.809812,8.733015,8.94467,2.82274204011e-13,-1399.6518539,1.57849526141e-17,nan,3.10862446895e-15,3.7715421064e-12,3.7715421064e-12,37.470153,2.91197621571e-13,2.95653779236e-12,27,9.012193;8.909844;8.850962;8.814092;8.859835;8.834188;8.856904;8.870221;8.791881;8.772343;8.773118;8.729548;8.74025;8.850969;8.860098;8.841282;8.758119;8.741804;8.764861;8.69436;8.718983;8.824491;8.800247;8.719081;8.840084;8.781815;8.810337;8.94467;8.835985;8.745931;8.742398;8.789852;9.312666;9.044967;8.75899;8.776305;8.856189;8.733015;8.812659;8.783485;8.778554;9.104613;10.177915;10.708746;9.985454;8.920395;8.797817;8.793242;8.834052;8.887219;8.806446;8.895419;8.840589;8.828549;8.821409;8.883463;8.899892;8.848518;8.863864;8.810994;8.809812;8.841484;8.912023;8.886304;8.938104;8.743245;8.817094;8.762383;8.733446;8.737556;8.705653;8.815084;8.813803;8.822874;9.084468;8.819659;9.501268;8.900647;8.781256;8.799346;8.734392;8.775759;8.847609;8.761084;8.751166;8.721522;8.761335;8.793875;8.846957;8.829025;8.673672;8.735939;8.707536;8.767874;9.482836;9.402181;8.84131;8.746968;8.759353;8.805089;8.796218;8.744174;8.738942;8.720782;8.738947;8.776311;8.939269;8.763406;8.672221;8.708099;8.843457;8.797958;8.809468,39.114488;37.54154;37.253239;37.388588;37.470153;37.556735;37.804849;37.30149;38.448007;40.123213;37.459259;37.559884;37.840843;37.673345;37.70648;37.453921;37.950199;37.277471;37.327649;37.432763;37.379609;37.267714;37.410967;37.48174;37.394163;37.55079;37.239087,
