# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,2048,16,8,2,4,20260907,ok,121,29.349817,8.23371,8.157671,8.586502,3.46805917317e-13,-1867.91770092,7.25124072317e-18,nan,3.94129173742e-15,3.50414142147e-12,3.50414142147e-12,36.718376,3.56575879934e-13,2.89376855811e-12,27,8.586502;8.480449;8.487621;8.357494;8.296071;8.255751;8.334812;8.215385;8.731308;8.980697;8.355813;8.292517;8.18941;8.441801;8.375088;8.181448;8.252136;8.247792;8.25336;8.226897;8.243026;8.220521;8.195328;8.284407;8.151375;8.174544;8.261499;8.159279;8.205185;8.192438;8.344515;8.323646;8.184527;8.366829;8.124956;8.272921;8.209393;8.210798;8.190325;8.235046;8.223067;8.203355;8.220396;8.790154;8.34736;8.290436;8.184116;8.09803;8.23371;8.194288;8.18225;8.160799;8.187531;8.186691;8.210463;8.140644;8.216628;8.127816;8.123811;8.191187;8.177549;8.230566;8.253039;8.117119;8.11137;8.275622;8.205265;8.270634;8.261205;8.257886;8.15794;8.157671;8.176828;8.149742;8.178099;8.17619;8.136707;8.229159;8.213347;9.107109;8.369914;8.195244;8.205373;8.159773;8.150842;8.422611;8.217056;8.263667;8.189044;8.260656;8.231245;8.196404;8.164859;8.20638;8.159127;8.242208;8.222352;8.148908;9.088449;10.456734;10.031118;8.426828;8.276788;8.253077;8.275175;8.24374;8.296114;8.355316;8.285223;8.253042;8.397673;8.256099;8.2157;8.46668;8.797452;8.760613;8.950812;8.942032;8.722695;8.516589;8.308918,38.037668;37.324798;36.564736;36.557411;36.34053;40.631;37.026356;37.129049;39.314344;36.711135;36.719187;36.455968;36.498772;36.718376;36.317415;36.655464;36.755623;36.528321;36.759663;36.415862;38.838862;36.841798;36.507519;36.662906;36.486606;37.038533;37.518616,
