# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,512,32,16,4,8,20260907,ok,134,24.360113,7.421731,7.25338,7.772779,3.17801340799e-14,-939.59122323,2.24504411561e-18,nan,3.27515792264e-15,4.20996570938e-13,4.20996570938e-13,30.858839,3.29042348923e-14,5.00363639411e-13,33,8.170266;7.622365;7.384573;7.409491;7.440094;7.316298;7.676309;7.409649;7.304753;7.405912;7.393767;8.207689;8.146231;7.585012;7.33027;7.288483;7.291853;7.220562;7.201977;7.436979;7.620437;7.509383;7.313863;7.258166;7.233057;7.231342;7.316059;7.352054;7.540303;7.530674;7.491748;7.525897;7.279308;7.258153;7.538798;7.274685;7.580606;7.630459;7.580296;7.694811;7.609357;7.453391;7.531782;7.33377;7.254463;7.303562;7.431015;7.387264;7.326663;7.236695;7.201492;7.31923;7.380744;7.586624;7.421731;7.406822;7.25338;7.303607;7.37425;7.232391;7.238477;7.480726;8.108481;7.649994;7.455546;7.838414;7.842538;7.772779;7.443351;7.343048;7.339304;7.39399;7.661244;7.417509;7.275348;7.279994;7.435584;7.277509;7.557823;7.374741;7.939684;8.02571;7.562496;7.393418;7.323804;7.238763;7.293793;7.430451;7.27994;7.262169;7.368501;7.300353;7.432849;7.557815;7.385999;7.284337;7.727796;7.343112;7.251845;7.221587;7.224132;7.192213;7.277056;7.357657;7.567397;9.532202;9.420923;8.997851;8.217176;7.67662;7.538262;7.46221;7.490939;7.570085;7.532545;7.382739;7.451252;7.3794;7.662245;7.833575;7.625559;7.658578;7.515504;7.538136;7.479794;7.490501;7.359684;7.543066;7.717045;7.465898;7.358041;7.485544;7.272087;7.375365,32.660262;30.77612;30.910978;30.714923;32.261029;30.610127;30.858839;30.713955;30.843645;30.7425;30.593222;30.750578;31.045793;30.64634;31.969861;30.628985;30.856787;32.1214;30.782444;30.884532;31.696316;30.738878;30.91271;33.213313;31.365981;30.612462;31.261829;31.142773;30.718951;31.346432;31.438213;31.228837;30.852108,
