# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,16384,8,4,1,2,20260907,ok,48,80.961565,20.70561,20.229432,23.061323,1.11705644734e-11,-7412.35062766,2.10291337374e-17,nan,1.22124532709e-14,2.20151216701e-10,2.20151216701e-10,96.706169,1.13717529317e-11,5.03127886575e-10,11,20.35636;20.247167;20.389142;23.595952;20.342556;20.440473;20.312302;20.274484;20.207311;21.009808;21.456925;21.063431;21.162521;23.41825;23.061323;21.124503;20.157627;20.309085;20.2335;21.157612;20.139248;20.241692;20.443787;20.933081;23.019588;21.126414;20.601004;21.206377;22.318345;21.231536;20.397125;20.229432;20.30204;20.383031;21.549417;20.70561;20.188937;20.803335;20.85222;20.864828;20.376537;20.325441;21.489071;27.196001;28.412067;22.610805;20.366392;20.304483,96.336743;96.454825;97.398681;95.966892;96.938683;97.870389;96.706169;99.505122;99.535029;96.075594;95.979918,
