# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,2048,24,12,3,6,20260907,ok,50,61.963194,20.186279,19.199428,21.401988,1.0819123375e-13,-2801.99496361,1.67207337086e-17,nan,4.20496970577e-15,2.00009453444e-12,2.00009453444e-12,82.787394,1.1091128016e-13,1.76587910961e-12,13,19.400811;19.547328;19.696662;19.304738;19.198309;19.756973;20.72521;20.389831;21.363884;20.254905;19.230603;19.22602;19.208608;19.525161;19.192093;19.458954;19.199428;19.419109;19.151369;19.66898;19.234767;19.404151;20.096792;19.22593;19.148371;19.441039;20.477971;19.175546;19.71554;19.500233;20.186279;20.607856;21.091199;21.146192;21.038718;21.215345;21.24842;21.250453;21.338068;21.383602;21.45331;21.378959;21.468046;21.300858;21.401988;21.532721;21.607509;21.284299;21.104711;21.295041,83.872531;84.929547;83.911885;84.589127;84.593974;82.754749;82.57848;80.459139;76.78224;82.787394;82.459519;81.178612;83.972136,
