# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
gen_riccati,horizon,256,48,24,6,12,20260907,ok,99,27.133646,10.081715,9.966982,10.594507,7.05546732149e-14,-702.00166906,6.08881550172e-18,nan,3.77475828373e-15,3.79363207514e-13,3.79363207514e-13,35.262653,7.23587856299e-14,4.76341188715e-13,29,10.211132;10.055324;10.024364;10.013681;10.323186;10.594507;10.206529;10.057785;9.998076;9.990964;9.974076;9.966982;9.978809;9.979295;10.203734;10.17132;10.081762;10.502134;10.024139;9.981487;9.994442;9.986332;9.956525;9.973512;11.354525;11.551133;11.296988;10.488758;10.168424;10.188428;10.279197;10.009224;10.225971;10.339787;10.236889;10.151736;10.051474;10.043174;9.984295;10.21712;10.017131;10.003833;9.997114;9.999489;10.031751;9.975409;10.111974;10.075979;9.951113;10.079649;10.005377;9.96933;10.423746;11.364968;11.052215;10.653432;10.202268;10.083136;9.999633;10.223972;10.654365;10.571164;10.20731;10.11933;10.163096;10.155931;10.219239;10.068088;10.026158;10.146438;10.068663;9.988568;9.962472;10.039542;10.000361;10.081173;10.051428;9.959547;9.953798;9.944167;9.942575;9.96573;9.942461;10.149983;10.159692;10.689711;10.901665;10.478701;10.158241;10.018723;10.112021;10.255915;10.32044;10.311283;10.081715;10.13259;10.105507;10.216816;10.044743,36.748287;35.496882;35.143598;35.578562;35.238747;35.489579;35.19568;35.202804;35.992884;35.958548;35.432644;35.426914;36.832885;38.281282;36.41934;35.834823;35.230746;35.157399;35.111205;35.218827;35.027223;35.126868;35.053821;35.124029;35.81308;35.262653;35.195845;36.587095;35.228221,
