# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,32,64,32,8,16,20260907,ok,88,1.523641,11.300582,11.254933,11.402611,8.02136135292e-15,-109.639807152,9.68307766016e-17,nan,1.59872115546e-14,5.22637488842e-14,5.22637488842e-14,11.504685,8.16013923099e-15,9.21207554683e-14,87,15.853325;11.398141;11.365039;11.291829;11.352191;11.287074;11.308744;11.2931;11.303402;11.338596;11.328963;11.296418;11.285341;11.329731;11.395912;11.311342;11.424443;11.343774;11.244124;11.309983;11.283567;11.320508;11.25192;11.300271;11.277924;11.294619;11.307143;11.266638;11.276693;11.300582;11.327191;11.368311;11.323145;11.386254;11.2785;11.31906;11.314837;11.31836;11.253529;11.28684;11.296211;11.308794;11.257115;11.402611;11.306151;11.257209;11.287616;11.281716;11.406064;11.25974;11.313601;11.266987;11.305809;11.262313;11.273867;11.279252;11.710646;12.310551;11.658668;11.386637;11.44129;11.311405;11.305756;11.258443;11.26018;11.312594;11.379085;11.278572;11.287001;11.304953;11.266371;11.298462;11.314357;11.365597;11.254933;11.285035;11.415732;11.221054;11.251514;11.279371;11.236078;11.254264;11.240925;11.28009;11.287951;11.358808;11.297251;11.261316,11.581318;11.492021;11.497247;11.470574;11.560905;11.498192;11.488568;11.490026;11.543715;11.509009;11.498266;11.504338;11.502999;11.478782;11.510589;11.495509;11.94295;11.624433;11.581663;11.52289;11.520839;11.504685;11.50871;11.473309;11.493345;11.490201;11.529919;11.52433;11.528663;11.524777;11.512212;11.536999;11.635539;11.590399;11.522756;11.497711;11.486454;11.537027;11.495124;11.566047;11.488899;11.55837;11.534022;11.492312;11.505051;11.478483;11.492894;11.497861;11.561305;11.487926;11.539526;11.504266;11.508195;11.480192;11.489749;11.488885;12.107605;12.732719;12.170482;11.94345;11.698757;11.503081;11.490816;11.521874;11.508215;11.506149;11.511987;11.489552;11.488341;11.481505;11.483353;11.489728;11.532969;11.517852;11.485831;11.485121;11.483229;11.654507;11.508303;11.469328;11.51399;11.482832;11.49641;11.47437;11.49169;11.475895;11.512283,
