# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,256,24,12,3,6,20260907,ok,111,1.877378,8.987489,8.9645,9.033886,2.42583730881e-14,-349.135847832,1.58995850973e-18,nan,3.99680288865e-15,2.3054128051e-13,2.3054128051e-13,9.299983,2.52575738102e-14,2.2498669594e-13,108,13.238344;9.103031;8.995135;8.991568;8.994399;9.000064;9.003562;8.999041;8.972445;8.981962;8.991553;8.9809;8.982267;8.981239;9.015527;8.991187;9.155691;8.967952;8.96911;8.980273;9.000229;8.990301;8.993533;8.956197;8.980599;8.986201;8.969973;8.976779;8.985172;8.984196;8.991874;9.034745;9.001529;8.967277;9.028025;8.996562;8.983567;8.980219;8.977243;8.974663;9.033886;9.069947;9.020798;8.994798;8.982791;9.13661;8.971679;9.001154;8.989593;8.96163;8.987489;8.990418;9.064863;8.97801;8.960003;8.980885;8.982954;8.98755;8.985874;8.968775;8.959566;8.983142;8.943944;8.981214;9.150519;9.622716;9.658333;9.273479;9.010036;9.009015;8.99629;9.013245;9.019605;8.987789;8.971976;8.947099;8.960718;8.98502;8.999535;8.977101;9.00799;8.974176;8.965696;8.978349;8.987235;8.997152;9.00461;8.981026;8.962633;8.963494;8.986285;8.962937;9.001665;8.99719;8.984753;8.99447;8.9645;9.003073;8.991811;9.002419;8.965376;8.998652;8.978614;8.99686;8.969891;8.954525;8.993089;8.99396;9.010002;8.986081;8.974294,9.391725;9.259877;9.298037;9.298369;9.295786;9.287508;9.28972;9.322535;9.35983;9.300893;9.291466;9.278749;9.304911;9.277908;9.194005;9.274159;9.269422;9.288543;9.533673;9.354716;9.277943;9.28626;9.254266;9.306328;9.289019;9.388105;9.260151;9.37389;9.310311;9.424452;9.348026;9.273101;9.284049;9.39814;9.441287;9.330257;9.285891;9.211996;9.439575;9.465107;9.443066;9.366376;9.364934;9.318414;9.263627;9.433084;9.293803;9.246462;9.26012;9.303077;9.290575;9.632774;9.371792;9.296305;9.338584;9.263434;9.25953;9.228232;9.285855;9.316242;9.255467;9.246342;9.280951;9.892859;10.269408;10.02631;9.449936;9.335065;9.334585;9.317071;9.352214;9.285057;9.319984;9.273178;9.237656;9.281016;9.281336;9.376635;9.275872;9.266501;9.317496;9.296902;9.303623;9.299983;9.301605;9.314792;9.458614;9.327811;9.250701;9.289451;9.37306;9.328354;9.283402;9.379685;9.298756;9.316174;9.300636;9.327683;9.301836;9.339656;9.305719;9.294341;9.242704;9.295078;9.286679;9.252529;9.267797;9.275379,
