# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,1024,16,8,2,4,20260907,ok,64,3.451217,15.682781,15.580871,16.104617,2.23210339101e-13,-931.506419103,5.95928810503e-18,nan,2.6645352591e-15,4.80321338259e-12,4.80321338259e-12,16.177362,2.29673918772e-13,6.79292733174e-12,62,16.201544;15.800341;15.625967;15.764971;15.657252;15.735506;15.685441;15.596993;15.597997;15.63852;15.586519;15.755329;15.814615;15.681516;15.613465;15.658711;15.609075;15.665631;15.760306;15.736626;15.995837;15.758093;15.580871;15.672018;15.666888;15.707248;15.991805;15.91809;15.579041;16.104617;18.584852;17.113568;15.805739;15.697754;15.713908;15.61412;15.667072;15.580892;15.656978;15.69187;15.609644;15.612374;15.687323;15.580845;15.692042;15.58075;15.53992;15.827172;15.613866;15.621174;15.918796;15.677112;15.705716;16.139168;15.804641;15.682781;15.673529;15.57746;15.697382;15.54634;15.657135;15.628757;17.401544;17.939595,16.661974;16.211502;16.177362;16.421281;16.209685;16.3174;16.13631;16.244182;16.209108;16.125678;16.077985;16.09167;15.974532;16.059127;16.07809;16.100713;16.14217;16.027101;15.992633;16.002901;16.035601;16.216752;16.498632;16.213515;16.48376;17.295601;16.677044;17.074822;18.639765;18.439249;16.856684;16.402438;16.122836;16.193947;16.288212;16.320359;16.189564;16.25938;16.205638;16.173743;16.154912;16.144102;16.279677;16.261891;16.071197;16.252405;18.688754;16.534549;15.896737;15.795204;15.818184;15.768476;16.109338;16.460967;15.878489;15.727558;15.749318;15.686627;15.727222;15.749098;15.74557;15.688097,
