# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,64,48,24,6,12,20260907,ok,89,1.693296,11.268888,11.240204,11.350295,6.2172489379e-15,-181.431720108,1.61394778471e-17,nan,7.9936057773e-15,4.23827639651e-14,4.23827639651e-14,11.579152,6.38378239159e-15,1.19772247675e-13,86,14.4;11.339846;11.299453;11.325943;11.256804;11.241749;11.260978;11.254243;11.25113;11.258095;11.219257;11.231009;11.265174;11.271145;11.23089;11.275603;11.239364;11.276821;11.281805;11.228423;11.270278;11.30017;11.295146;11.279927;11.252757;11.328323;11.732767;11.673917;11.311576;11.335682;11.271749;11.232222;11.271602;11.299673;11.239792;11.273699;11.354657;11.240917;11.279752;11.241016;11.324405;11.351056;11.281427;11.244948;11.531329;11.260193;11.252988;11.28642;11.243095;11.288346;11.273572;11.275224;11.268888;11.246621;11.246271;11.240601;11.263119;11.225947;11.265112;11.244185;11.269748;11.31565;11.26346;11.269948;11.244392;11.241308;11.258166;11.259366;11.363448;11.381903;11.259805;11.273617;11.279;11.310971;11.26565;11.259488;11.250005;11.264771;11.26594;11.245174;11.274698;11.251499;11.240204;11.282157;11.271559;11.350295;11.256216;11.277758;11.260083,11.640139;11.524795;11.55861;11.540998;11.575313;11.632503;11.584704;11.564378;11.545857;11.546407;11.52793;11.529276;11.585526;11.637028;11.710269;11.607898;11.568786;11.573577;11.542125;11.537303;11.528837;11.558184;11.589416;11.579832;11.557546;11.755446;12.525311;12.125354;11.767884;11.588365;11.540161;11.541224;11.575826;11.609188;11.689654;11.602624;11.580471;11.555128;11.58899;12.335762;11.636875;11.612675;11.600933;11.532028;11.542569;11.546668;11.520179;11.513911;11.619299;11.593137;11.617219;11.618216;11.785745;11.94617;11.693704;11.579152;11.556043;11.532372;11.519468;11.50364;11.548046;11.935439;11.889424;11.835944;11.633071;11.826045;11.857998;11.644028;11.571102;11.62164;11.959681;11.773478;11.714367;11.551913;11.553838;11.51249;11.540581;11.548933;11.547627;11.575658;11.579569;11.567897;11.554621;11.549843;11.529084;11.544527,
