# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,128,32,16,4,8,20260907,ok,118,1.468227,8.434705,8.407316,8.628174,1.73749903354e-14,-237.219270561,3.25270792836e-17,nan,5.99520433298e-15,1.40165656859e-13,1.40165656859e-13,8.696932,1.7905815719e-14,2.10126295704e-13,115,11.919528;10.111854;8.506805;8.43265;8.434386;8.407149;8.430164;8.427602;8.43591;8.416435;8.421779;8.414481;8.441854;8.433556;8.422191;8.427576;8.417345;8.490369;8.413818;8.415294;8.442939;8.450455;8.439257;8.402456;8.442527;8.434705;8.420804;8.423993;8.404915;8.415612;8.441641;8.395404;8.585804;8.453785;8.763898;9.091643;9.000254;8.766057;8.497661;8.47305;8.441983;8.868201;8.868588;8.50306;8.447199;8.45473;8.45014;8.426525;8.443951;8.410606;8.416102;8.421158;8.414681;8.389808;8.417742;8.446357;8.419449;8.407747;8.442443;8.407316;8.535613;8.52492;8.488357;8.425587;8.435482;8.438205;8.417425;8.435744;8.419815;8.396484;8.441845;8.450944;8.435692;8.413896;8.440645;8.413519;8.405749;8.435108;8.400179;8.40945;8.415835;8.426164;8.444703;8.407238;8.437159;8.456256;8.41018;8.419926;8.436987;8.423772;8.413137;8.430019;8.427482;8.446961;9.027825;9.458679;8.628174;8.421901;8.414381;8.466162;8.541531;8.4699;8.419671;8.422594;8.419807;8.415104;8.404647;8.582649;8.536009;8.41961;8.396674;8.41728;8.422091;8.453563;8.435681;8.582702;8.685167;8.532506,8.89592;8.833254;8.799137;8.777254;8.737689;8.713769;8.694018;8.663658;8.717715;8.727529;8.771208;8.872323;8.749438;8.724073;8.713505;8.695337;8.656131;8.700873;8.703867;8.716321;8.73649;8.702855;8.758502;8.707516;8.686082;8.686184;8.696645;8.694804;8.664535;8.691578;8.649712;8.673504;8.671284;8.810159;8.703241;8.703791;8.678438;8.681297;8.684394;8.688382;8.919921;9.631796;9.37252;9.01067;8.71541;8.741233;8.697773;8.726543;8.711725;8.696932;8.660331;8.69196;8.691429;8.66425;8.668659;8.660451;8.678785;8.657156;8.699217;8.635102;8.689689;8.669267;8.669227;8.697873;8.679798;8.673779;8.690397;8.693406;8.677105;8.699414;8.716493;8.644897;8.674785;8.676041;8.700252;8.680051;8.683259;8.681876;8.684416;8.698985;8.660504;8.701117;8.675228;8.670714;8.671241;8.710617;8.688325;8.702572;8.687275;8.698066;8.726792;8.782704;8.733414;8.707467;8.687849;8.687587;8.805936;8.936654;8.757103;8.886195;8.704362;8.659567;8.703963;8.683707;8.67219;8.685295;8.725379;8.663466;8.676716;8.674089;8.742032;8.870583;8.689407;8.708248;8.715345,
