# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,512,16,8,2,4,20260907,ok,133,1.835649,7.495379,7.471299,7.564136,1.23012711128e-13,-470.749179682,3.24282383219e-18,nan,2.10942374679e-15,1.88222701314e-12,1.88222701314e-12,7.555735,1.27481358803e-13,2.57263654824e-12,131,10.210043;9.494721;7.585439;7.495692;7.613931;7.517097;7.555719;7.530771;7.535045;7.516449;7.547128;7.553664;7.488005;7.484016;7.473722;7.516834;7.517615;7.496728;7.508778;7.455142;7.49085;7.491971;7.454992;7.513045;7.48043;7.536551;7.452584;7.532823;7.514263;7.510144;7.484046;7.480857;7.483524;7.477073;7.560791;7.522237;7.487152;7.4707;7.472657;7.491768;7.482286;7.481753;7.517393;7.509749;7.535968;7.503406;7.487931;7.482489;7.475118;7.485325;7.592736;7.482891;7.49296;7.516324;7.485883;7.482543;7.478201;7.523596;7.505691;7.506268;7.504981;7.484887;7.453644;7.535299;7.514347;7.477151;7.499732;7.465306;7.796091;8.502021;8.411335;7.87892;7.543936;7.566836;7.565698;7.536366;7.583478;7.532658;7.471503;7.495379;7.485971;7.479547;7.517186;7.468711;7.481901;7.534156;7.507791;7.468098;7.491716;7.471299;7.528764;7.527903;7.479633;7.474882;7.494387;7.494341;7.467686;7.513508;7.512245;7.50769;7.500929;7.484132;7.634375;7.558147;7.528006;7.471228;7.471228;7.485205;7.508539;7.471769;7.510483;7.485226;7.494332;7.49227;7.486575;7.486032;7.474614;7.480098;7.459442;7.564136;7.488596;7.502392;7.481792;7.490483;7.529722;7.512888;7.463649;7.491765;7.491256;7.48292;7.52685;7.473484;7.53681,7.623437;7.593152;7.583071;7.562573;7.544791;7.518379;7.519814;7.535453;7.551601;7.525151;7.578434;7.59274;7.540619;7.550856;7.473771;7.486651;7.559392;7.521082;7.565457;7.535369;7.548642;7.567243;7.544584;7.520612;7.567552;7.525832;7.529767;7.550676;7.557929;7.561612;7.562052;7.544891;7.564805;7.583824;7.585264;7.549118;7.617775;7.529531;7.553465;7.534661;7.527761;7.555735;7.540977;7.571078;7.621629;7.612614;7.527728;7.582792;7.588183;7.63765;7.569001;7.55004;7.511712;7.554248;7.532769;7.553655;7.531221;7.534309;7.560488;7.548917;7.553317;7.59228;7.670347;7.651822;7.5471;7.513128;7.559824;7.788871;8.611552;9.276572;8.52798;7.754693;7.590815;7.604347;7.551633;7.554474;7.553274;7.584227;7.546486;7.561349;7.543415;7.522044;7.55244;7.503903;7.502865;7.518244;7.538486;7.547199;7.581791;7.537696;7.617306;7.562536;7.572149;7.534196;7.489128;7.526147;7.526324;7.533593;7.521815;7.530505;7.541753;7.572941;7.7542;7.595493;7.589378;7.566048;7.635192;7.564153;7.504781;7.530099;7.496673;7.574191;7.527942;7.552656;7.566574;7.530635;7.543171;7.575272;7.59239;7.614774;7.602854;7.568684;7.652179;8.61155;9.27308;9.259583;8.630518;7.911374;7.624856;7.611132;7.572866,
