# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,2048,8,4,1,2,20260907,ok,110,2.655868,9.107692,9.064997,9.187846,1.69850800091e-11,-936.779899902,3.5554446399e-18,nan,1.37667655054e-14,2.01890115736e-10,2.01890115736e-10,9.137756,1.73706292406e-11,1.53903112476e-10,109,12.367273;9.093728;9.047398;9.085311;9.058917;9.082247;9.076526;9.138759;9.160608;9.049971;9.080229;9.089133;9.178502;9.141044;9.123168;9.047388;9.32238;9.039943;9.046011;9.149171;10.630338;10.38986;9.387198;9.120101;9.120398;9.063409;9.187846;9.084097;9.075682;9.11967;9.219685;9.064997;9.103847;9.086898;9.122367;9.105578;9.133314;9.114629;9.125807;9.084657;9.085047;9.084575;9.338057;9.22217;9.174421;9.130058;9.075411;9.10269;9.11167;9.06745;9.076906;9.173162;9.124668;9.179149;9.098315;9.116896;9.095657;9.112092;9.112439;9.130682;9.123024;9.113758;9.133945;9.125558;9.085426;9.091023;9.141681;9.09223;9.08952;9.084503;9.098542;9.072962;9.085311;9.160779;9.104575;9.096603;9.047394;9.09914;9.308778;9.165345;9.118865;9.070137;9.086775;9.147854;9.187634;9.098092;9.124899;9.107692;9.122924;9.079871;9.052906;9.129846;9.098001;9.087006;9.069624;9.099948;9.101775;9.110295;9.11122;9.127094;9.098853;9.123225;9.369003;9.119158;9.042926;9.108803;9.091145;9.095605;9.054033;9.120909,9.181295;9.113127;9.106233;9.106839;9.209519;9.16338;9.050054;9.053279;9.077965;9.105483;9.159029;9.278257;9.270271;9.099327;9.112253;9.103332;9.114211;9.273641;9.106623;9.714607;10.535202;9.9497;9.235572;9.192302;9.215586;9.213366;9.205011;9.111926;9.132016;9.074263;9.467667;9.572174;9.290486;9.101215;9.248446;9.263654;9.082026;9.096484;9.080356;9.289866;9.545294;9.169824;9.143194;9.29062;9.085275;9.137312;9.103564;9.161667;9.120607;9.090981;9.226317;9.104787;9.198793;9.263159;9.166618;9.115816;9.123889;9.071679;9.130871;9.093429;9.077772;9.068684;9.091922;9.143065;9.077021;9.095858;9.137737;9.147975;9.103215;9.269114;9.161979;9.157532;9.136793;9.314777;9.424704;9.180066;9.17004;9.226795;9.166531;9.163347;9.107912;9.112182;10.081189;11.441894;11.513879;10.22287;9.460726;9.125067;9.147469;9.100412;9.075417;9.17945;9.161848;9.137756;9.093037;9.117423;9.479115;9.367132;9.153659;9.110694;9.115793;9.124764;9.052884;9.086842;9.125216;9.064116;9.118768;9.106369;9.141458,
