# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,64,64,32,8,16,20260907,ok,43,2.935703,23.467753,23.419907,23.743177,8.5279006079e-15,-246.715579692,2.60438184043e-17,nan,1.64313007645e-14,4.68514116392e-14,4.68514116392e-14,24.223212,8.81239525796e-15,1.33920652345e-13,42,23.947492;23.471875;23.432672;23.448124;23.460772;23.743177;23.828795;23.414533;23.430559;23.539108;23.49709;23.477802;23.460598;23.45904;23.510861;23.412236;23.403142;23.460952;23.624274;23.50882;23.452603;23.467753;23.421182;23.416089;23.459828;24.715178;24.418409;23.454293;23.425984;23.420192;23.431096;23.440954;23.732333;23.718326;23.497029;23.419907;23.689224;23.496259;23.443699;23.482003;23.471298;23.625437;23.540357,24.295501;24.084343;24.036638;24.128565;24.844422;24.578184;24.308712;24.118456;24.078112;24.125869;24.056541;24.109142;24.097492;24.057675;24.326477;24.812585;24.323656;24.4017;24.16303;24.235565;24.223212;24.403978;24.315851;25.313091;27.096406;25.696253;24.265443;24.133398;24.214767;24.172019;24.09461;24.097132;24.208799;24.254519;24.191417;24.329402;24.203461;24.193246;24.335647;24.201507;24.301235;24.268588,
