# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,128,48,24,6,12,20260907,ok,44,3.401082,22.878837,22.714136,23.195179,7.35522753814e-15,-357.217126146,1.93471640144e-17,nan,9.32587340685e-15,6.007694342e-14,6.007694342e-14,23.875707,7.54951656745e-15,1.17655885035e-13,42,23.29151;22.740625;22.704401;22.783722;23.031365;22.986411;22.66508;22.850468;22.861261;22.907219;22.858149;24.399542;23.446553;22.803301;23.13681;23.08352;22.692613;23.098893;23.875339;23.057129;22.745218;22.869649;23.126457;22.926715;22.975071;22.834167;22.878837;22.760087;22.78089;22.923104;23.195179;23.060101;22.731345;22.952611;22.931654;22.714136;22.676013;22.758518;22.834464;22.835963;22.84936;22.770349;23.091946;23.002113,24.234291;23.534805;23.638826;23.875707;23.914653;23.787172;23.653023;23.707819;23.679158;23.928315;24.819485;25.495371;23.925962;24.081375;24.299588;24.969674;24.42072;24.549226;23.903238;23.803157;23.735714;23.620593;23.956127;24.138371;24.556265;24.014499;23.510635;23.799879;24.203391;24.716121;23.891673;23.903897;23.857199;23.78556;23.658058;23.678205;23.721731;23.694142;23.647784;23.745974;23.729994;23.870693,
