# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,512,24,12,3,6,20260907,ok,54,3.48541,18.424708,18.360379,18.700902,4.93494134446e-14,-686.402056473,2.18356146971e-18,nan,3.77475828373e-15,3.44779760297e-13,3.44779760297e-13,19.320403,5.05984143473e-14,3.55982170824e-13,52,19.11481;18.523835;18.483134;18.474466;18.387969;18.371175;18.417037;18.634233;18.346464;18.392258;18.373994;18.375225;18.405877;18.700902;18.549455;18.424708;18.884346;18.721376;18.362699;18.360003;18.426234;18.399396;18.341292;18.589723;18.592774;18.421976;18.348398;18.385111;18.42573;20.383875;19.814031;18.518945;18.514953;18.364807;18.454275;18.443205;18.41202;18.363275;18.438979;18.443624;18.478879;18.435966;18.349913;18.404729;18.406146;18.486338;18.624692;18.451374;18.360379;18.370092;18.420166;18.376353;18.405713;18.382924,19.231044;19.218668;19.271805;19.17864;19.167986;19.283287;19.409136;19.560284;19.422472;19.211987;19.214228;19.349633;19.557097;19.763836;19.479292;20.13569;19.874204;19.70557;19.265366;19.291732;19.140138;19.434018;19.713241;19.735591;20.053726;19.499603;19.314854;19.476525;21.571241;20.932315;19.484062;19.408036;19.310581;19.289162;19.429207;19.310735;19.403418;19.389309;19.396303;19.274075;19.301938;19.316877;19.280574;19.240994;19.393519;19.317054;19.143369;19.31306;19.273187;19.320403;19.200216;19.236703,
