# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,4096,8,4,1,2,20260907,ok,54,5.525641,18.393847,18.210084,19.347629,1.05235264947e-12,-1877.16184762,6.50580731031e-18,nan,3.10862446895e-15,2.97002700211e-11,2.97002700211e-11,19.641696,1.08830132406e-12,5.17172971115e-11,51,19.347629;17.921524;18.78046;19.02203;18.809914;24.475008;20.235247;18.403374;18.217403;18.246364;18.247141;19.639265;18.613169;18.231367;20.23236;18.880305;18.300913;18.262486;18.388678;18.286796;18.210369;18.712716;18.519573;18.3844;18.44815;18.255622;18.191181;18.270239;18.398735;18.171676;18.227941;18.333947;19.257506;18.427253;18.277387;18.219924;18.430472;18.275389;18.210084;19.545324;18.789825;18.162842;18.36709;18.633367;19.172093;18.263212;18.387602;18.537138;18.490482;18.163008;18.437969;18.381094;18.393847;19.228217,19.357614;19.570715;19.386797;19.380163;23.079272;21.637917;20.427019;19.530049;19.465682;20.138464;20.221862;19.596698;20.605752;20.051588;19.554039;19.498949;19.42448;19.317119;19.539411;19.532299;19.423806;19.361891;19.865034;23.263579;20.737615;19.787042;21.341915;21.708032;20.282017;19.722564;19.616681;19.913539;19.900075;20.423053;19.724046;19.33102;19.44976;20.551351;20.340213;19.839621;19.641696;19.324519;19.378364;19.2079;19.50886;19.367683;19.468467;20.164866;19.684546;20.027102;19.421479,
