# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_corrected,horizon,256,32,16,4,8,20260907,ok,59,2.900206,17.000138,16.956744,17.356962,3.29181126801e-14,-467.248966153,7.12825349042e-18,nan,5.77315972805e-15,3.85830256633e-13,3.85830256633e-13,17.697379,3.35252658967e-14,4.55885329487e-13,57,17.495059;16.998768;17.062107;17.034816;17.06842;16.969337;16.961648;16.985137;16.976769;17.015152;17.002195;16.981318;16.975766;17.007772;17.041803;17.356962;17.129272;17.006491;18.25952;18.435698;17.136621;17.082931;17.029282;16.985095;17.065141;17.014903;17.074603;17.002251;16.995175;16.956744;16.952938;16.933445;17.000711;16.994409;17.024184;16.953286;16.961121;16.962204;17.03145;16.980878;16.96675;17.000138;16.966942;17.218104;17.056654;16.997474;17.379875;17.170264;16.954566;17.533525;16.977413;16.94939;16.957448;17.000457;16.964003;16.961939;16.972511;16.957925;16.959841,17.742395;17.660177;17.935942;17.901705;18.046613;18.005562;17.827908;17.661262;17.716419;17.866687;17.658911;17.631681;17.720965;17.866383;17.736352;17.738832;17.685977;18.502295;19.984289;18.298799;18.144971;17.529219;17.538573;17.586946;17.683326;17.618545;17.673351;17.556697;17.615616;17.593669;17.550669;17.619227;17.613648;17.638439;17.536136;17.665592;17.72036;17.9361;17.901257;17.847787;17.990355;18.126706;17.733346;17.924042;19.036259;17.82054;17.803715;17.719193;17.697379;17.599177;17.623963;17.57098;17.583728;17.593303;17.579411;17.627228;17.594212,
