# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,256,24,12,3,6,20260907,ok,100,7.900285,10.054353,10.019985,10.134864,3.14193115969e-14,-349.135847832,2.70292946654e-18,nan,2.6645352591e-15,3.21201398812e-14,3.21201398812e-14,11.818165,3.22727955471e-14,3.53328477587e-14,84,11.749166;10.091984;10.053948;10.06428;10.091741;10.071984;10.05007;10.030979;10.07628;10.035665;10.066068;10.141033;10.05018;10.096082;10.050282;10.08638;10.043266;10.075354;10.0191;10.025543;10.047294;10.057631;10.027476;10.047446;10.034316;10.029375;10.09197;10.06584;10.025939;10.062826;10.126288;10.09122;10.054353;10.156098;11.065077;10.848126;10.248356;10.077556;10.134864;10.092267;10.42176;10.034629;10.034868;10.026176;10.158701;10.073635;10.017941;10.032578;10.06367;10.263279;10.086065;10.096325;10.114778;10.042831;10.055691;10.075602;10.066196;10.042547;10.016828;10.05249;10.061754;10.021928;10.001313;10.058409;10.006295;10.014304;10.014448;10.05204;10.040137;10.055562;10.030752;10.043762;10.111988;10.107389;10.069376;10.036244;10.119944;10.057679;10.023699;10.02688;10.029366;10.101679;10.019985;10.065628;10.026637;10.009754;10.033417;10.078575;10.038355;10.082922;10.030041;10.019983;10.048235;10.032613;10.052043;10.0409;10.045849;10.013591;10.068498;10.101707,12.291291;11.842361;11.895824;11.796498;11.764453;11.822851;11.774806;11.827694;11.798909;11.806416;11.835835;11.752494;11.918843;11.79571;11.77877;11.818081;11.79285;11.809062;11.756284;11.760457;11.713519;11.834748;11.746934;11.751961;11.819406;11.817946;11.818165;11.774872;12.278927;13.632464;12.808583;12.172604;12.320089;12.149768;11.961573;11.937896;11.722034;11.832648;11.804304;11.802462;11.803036;11.82396;12.090024;12.257412;12.064356;11.771296;11.737014;11.764329;11.741194;11.679324;11.717635;11.768382;11.732009;11.819125;11.947198;12.606771;12.699142;12.037723;11.986709;11.888938;11.902045;11.844035;11.968182;12.061413;11.92059;11.863732;11.825912;11.778384;11.907345;11.958069;11.804359;11.919416;11.784895;11.858616;11.806449;11.92841;11.754869;11.800959;11.73159;11.791977;11.731965;11.767888;11.752341;11.681706,
