# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,256,32,16,4,8,20260907,ok,55,13.489653,18.23133,18.060274,18.61569,2.81996648255e-14,-467.248966153,4.09874575699e-18,nan,3.44169137634e-15,2.79810896675e-14,2.79810896675e-14,21.748287,2.88692680872e-14,3.15164561115e-14,46,18.477082;18.212049;19.678526;19.996897;18.529981;18.168567;18.204616;18.225515;18.248278;18.008604;18.018071;18.230604;18.239651;18.17769;18.060274;18.23133;18.1189;18.154565;18.088306;18.126856;18.13236;18.126645;18.278829;18.243151;18.186845;18.156;18.340188;18.928865;18.314233;18.176431;18.448534;18.173387;18.185348;18.233389;18.249853;18.352431;18.267524;18.17696;17.982972;18.311381;18.247795;18.837836;18.162174;18.806165;18.482072;18.352824;18.190416;18.520148;18.61569;18.400785;17.991538;17.963748;18.360192;18.254774;18.218764,21.799927;21.926118;24.511125;22.231144;21.847489;21.67135;21.732975;21.631046;21.494969;21.80615;21.610222;21.852076;21.535573;21.703518;21.740584;21.489727;21.755586;21.620396;22.02849;21.744803;21.748287;21.545051;21.703815;21.522702;22.095352;21.745099;21.649146;21.810105;21.593258;21.841236;21.78026;21.662602;21.757541;22.081286;21.866708;22.451386;21.805154;21.780694;21.782764;21.788197;21.841928;21.626987;21.440778;21.602201;21.621836;21.505857,
