# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,1024,16,8,2,4,20260907,ok,53,14.83046,18.909154,18.826837,19.312341,1.13867248963e-13,-931.506419103,1.50769989057e-17,nan,3.5527136788e-15,1.17475473793e-13,1.17475473793e-13,23.857229,1.17688844781e-13,4.7656323332e-14,42,19.418038;18.914821;18.943882;18.897674;19.107651;19.312341;18.912155;18.909247;18.854402;19.113595;18.876423;18.855032;18.812404;19.025819;18.87511;18.863511;18.841908;19.070776;19.166728;19.199907;19.17483;19.045622;19.011413;18.854723;18.848098;18.921233;18.880227;18.870387;19.008151;18.81532;18.851751;18.895162;19.019272;18.914347;18.832018;18.850052;21.01865;20.638029;19.105108;18.939792;18.864846;18.908776;18.909154;18.858614;18.816337;18.878214;18.810717;18.835003;18.826837;18.811116;19.686232;19.164073;20.053021,24.125071;23.86099;23.730303;23.796583;24.069057;23.698094;23.821311;23.741046;23.923875;23.841701;23.766677;23.902861;23.753642;24.01908;23.857229;23.571513;23.989412;23.660237;23.759906;23.781452;23.843101;23.653906;23.87751;24.146901;23.827091;25.00177;24.657247;24.461717;26.754527;24.021916;23.679644;23.617136;24.034004;23.659183;23.711033;23.83796;23.750332;24.158031;23.994841;25.014727;23.894811;23.895488,
