# FP64; exactly one untimed warmup solve; setup includes representation/storage preparation; solve includes a fresh factorization and primal solve on every repetition.
# All backends receive identical data. Validation and result conversion are untimed.
# CLQR, generalized Riccati, and both Laine implementations also recover duals inside timing. Primal-only backends report no solver-dual KKT measurement.
# Setup+solve includes representation construction and fresh workspace allocation; destruction is excluded.
# Missing dual/kernel measurements are nan, not inferred from other solvers.
# planted_dual_stationarity_inf audits each returned primal with the fixture's known optimal dual, not solver output.
# primal_error and dual_error_inf are absolute infinity-norm errors against the known planted optimum, in original coordinates.
# Samples are individually timed; sample-list columns retain chronological times in ms separated by semicolons. Timing quantiles are unavailable for a single sample.
# min_seconds=1; fixed_repeats=0 (0 means duration-based); each timing phase uses its own budget.
backend,family,N,n,m,mixed_rows,state_rows,seed,status,repeats,setup_ms,median_ms,p10_ms,p90_ms,primal_error,objective,relative_objective_error,kernel_ms,feasibility_inf,stationarity_inf,kkt_inf,setup_solve_ms,planted_dual_stationarity_inf,dual_error_inf,setup_solve_repeats,solve_samples_ms,setup_solve_samples_ms,kernel_samples_ms
laine_author,horizon,32,48,24,6,12,20260907,ok,159,3.936452,6.239795,6.222997,6.270289,5.66213742559e-15,-84.6769429612,6.56383405289e-17,nan,3.21964677141e-15,4.52415882535e-15,4.52415882535e-15,6.73543,5.77315972805e-15,4.79616346638e-14,148,8.968843;10.988075;6.319963;6.243483;6.227291;6.235037;6.244661;6.239951;6.237622;6.239795;6.239024;6.224998;6.249394;6.234895;6.238947;6.223884;6.238501;6.222997;6.22912;6.249441;6.23283;6.221564;6.265855;6.237802;6.234465;6.243466;6.237296;6.237848;6.247801;6.228675;6.235995;6.24361;6.248905;6.257343;6.26623;6.236474;6.230031;6.249987;6.262402;6.234101;6.23428;6.243397;6.219395;6.228008;6.239299;6.244286;6.217718;6.236621;6.234099;6.242176;6.259969;6.229141;6.265937;6.395282;6.454747;6.438651;6.314096;6.24648;6.249328;6.249658;6.254751;6.248066;6.249842;6.490243;6.24218;6.23637;6.238151;6.249868;6.233052;6.232374;6.235188;6.221521;6.222391;6.226806;6.220076;6.220563;6.222363;6.25079;6.242752;6.251365;6.233873;6.239166;6.271561;6.256285;6.253728;6.226557;6.25472;6.243007;6.222472;6.227032;6.227973;6.221494;6.224739;6.219737;6.262339;6.232377;6.238098;6.25113;6.245807;6.252303;6.255445;6.240877;6.22529;6.252578;6.251574;6.245946;6.227576;6.209965;6.220852;6.244594;6.229249;6.270289;6.245332;6.239396;6.252811;6.2625;6.22091;6.288524;6.238612;6.22515;6.24063;6.228935;6.225435;6.246201;6.234461;6.423285;6.245459;6.246693;6.235704;6.229024;6.242583;6.244413;6.258489;6.274735;6.265827;6.286934;6.239564;6.254958;6.254122;6.212091;6.228089;6.226393;6.239207;6.2255;6.229068;6.276317;6.274125;6.251855;6.234622;6.237762;6.243489;6.266986;6.246586;6.236679;6.262428;6.231484;6.233363;6.257436;6.229955,7.090859;6.845484;6.774568;6.728857;6.720418;6.711144;6.761705;6.723342;6.700476;6.703844;6.745241;7.03033;7.404001;7.493521;7.365413;7.170632;6.82049;6.779712;6.758843;6.767999;6.740746;6.754338;6.736538;6.74557;6.742055;6.728521;6.738477;6.727724;6.692153;6.699621;6.721782;6.73328;6.745372;6.722828;6.709897;6.731354;6.73763;6.724234;6.732176;6.729024;6.719274;6.734572;6.768215;6.739449;6.74059;6.720833;6.731092;6.743394;6.716094;6.743066;6.746833;6.946647;7.3988;7.278484;6.936523;6.788082;6.748718;6.74932;6.74784;6.739168;6.759051;6.739693;6.923005;6.702461;6.714297;6.751066;6.706486;6.732309;6.711394;6.720492;6.726007;6.699471;6.719203;6.720783;6.731455;6.7229;6.734821;6.700086;6.689737;6.710598;6.708679;6.716901;6.709858;6.73543;6.713326;6.693623;6.710206;6.73312;6.721305;6.728073;6.707391;6.723009;6.724931;6.724784;6.724466;6.739352;6.710994;6.722387;6.71938;6.74523;6.74627;6.746858;6.736806;6.796304;6.787277;6.776366;6.753201;6.7327;6.789017;6.887395;6.912;6.780626;6.720088;6.732733;6.728741;6.718662;6.731316;6.718389;6.714424;6.76119;6.756595;6.762653;6.791422;6.756005;6.751132;6.7673;6.775038;6.761941;6.74517;6.762442;6.728426;6.746503;6.723757;6.751075;6.730574;6.727768;6.711313;6.742263;6.745662;6.720039;6.698129;6.736219;6.728524;6.754251;6.746802;6.723471;6.721838;6.748799,
